Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
4611,4611,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4612,4612,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,686310465,Tobacco pipe,,Tobacco pipe,SrvSAS_TobaccoPipe_v1r0,5,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4613,4613,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4614,4614,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,535003378,None of the above,,I have not used any of these tobacco products,SrvSAS_NoTobacco_v1r0,88,Num,1,104430631,0 = No,,No,No,,,,,,11/23/21,,,
4615,4615,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4616,4616,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,763164658,How many cigarettes have you smoked in your entire life?,,How many cigarettes used in life,SrvSAS_CigarettesLife_v1r0,CIG1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,,
4617,4617,,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,,
4618,4618,,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,,
4619,4619,,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,,
4620,4620,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,194557808,How old were you when you first smoked a cigarette?,,Age first used cigarettes,SrvSAS_AgeCigsUseF_v1r0,CIG2,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4621,4621,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",790436165,Age first used cigarettes on a regular basis,,CIG3,,,408696162,Age first used cigarettes on a regular basis number,,Age first used cigarettes on a regular basis,SrvSAS_AgeCigsUseRegF_v1r0,CIG3_AGE,Num,2,,N/A,,No,No,"Range check min=valueOrDefault(""D_194557808"",0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4622,4622,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",790436165,Age first used cigarettes on a regular basis,,CIG3,,,790436165,Age first used cigarettes on a regular basis,,"Age first used cigarettes on a regular basis, Never smoked",SrvSAS_NeverSmokedReg_v1r0,CIG3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,,
4623,4623,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,639684251,Do you smoke cigarettes now?,,Use cigarettes now,SrvSAS_UseCigsNow_v1r0,CIG4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,,
4624,4624,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,
4625,4625,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,
4626,4626,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,
4627,4627,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,798549704,When was the last time you smoked cigarettes?,,Last use cigarettes,SrvSAS_UseCigsLast_v1r0,CIG5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/21,,,
4628,4628,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,
4629,4629,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,
4630,4630,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,227439141,On how many of the past 30 days have you smoked cigarettes?,,Days used cigarettes past 30 days,SrvSAS_DaysCigsUse30L_v1r0,CIG6,Num,2,,N/A,,No,No,Range check min=1 and max= 0,,,,,8/28/23,,,Added range check to Notes.
4631,4631,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,318569032,How many months ago did you last smoke cigarettes?,,Months ago last used cigarettes,SrvSAS_MoCigsUseLast_v1r0,CIG7A,Num,2,,N/A,,No,No,Range check min=1 and max=11,,,,,8/28/23,,,Added range check to Notes.
4635,4635,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,204884007,How old were you when you last smoked cigarettes?,,Age last used cigarettes,SrvSAS_AgeCigsUseL_v1r0,CIG8,Num,2,,N/A,,No,No,"Range check min=valueOrDefault(""D_408696162"",""D_194557808"",0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4636,4636,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,400969127,"Age last used - During the time you last smoked cigarettes, did you smoke cigarettes every day?","Age last used - During that time, did you smoke cigarettes every day?","Use cigarettes every day, age last used",SrvSAS_CigsUseEDAgeL_v2r0,CIG8C,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4637,4637,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4638,4638,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,820220019,"Age last used- During that time, how many days (1 to 30) did you smoke cigarettes in a usual month?",,"How many days used cigarettes, age last used",SrvSAS_DaysCigsUseAgeL_v1r0,CIG8D,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,Added range check to Notes.
4639,4639,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,304657762,"On days that you [smoke/smoked], how many cigarettes [do/did] you smoke per day? Please provide the number of cigarettes, not the number of packs.",,Number of cigarettes per day,SrvSAS_NumCigsDay_v1r0,CIG9A,Num,2,,N/A,,No,No,Range check min=1 max=99,,,,,8/28/23,,,Added range check to Notes.
4640,4640,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,815776236,"Now thinking about your entire life, did you ever smoke cigarettes every day?",Did you ever smoke cigarettes every day?,Ever use cigarettes every day,SrvSAS_CigsEveryday_v2r0,CIG9B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4641,4641,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4642,4642,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,560293868,How old were you when you stopped smoking cigarettes every day?,,Age stopped using cigarettes every day,SrvSAS_AgeStopCigsED_v1r0,CIG9D,Num,2,,N/A,,No,No,"Range check min=valueOrDefault(""D_408696162"",""D_194557808"",0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4643,4643,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,399659169,"When you were a daily smoker, how many cigarettes did you smoke per day?",,"When daily user, number of cigarettes per day",SrvSAS_DailyUseCigsDay_v1r0,CIG9C,Num,2,,N/A,,No,No,Range check min=1 and max=999,,,,,8/28/23,,,Added range check to Notes.
4644,4644,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,667002790,"On a usual day that you [smoke/smoked], how soon after you [wake up/woke up] [do/did] you smoke your first cigarette of the day?",,Use cigarette after waking up,SrvSAS_CigsWakeUp_v1r0,CIG10,Num,1,169225725,0= 5 minutes or less,,No,No,,,,,,2/28/22,,,
4645,4645,,,,,,,,,,,,,,,,,,,967681778,1 = 6 to 30 minutes,,,,,,,,,,,,
4646,4646,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4647,4647,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4648,4648,,,,,,,,,,,,,,,,,,,127455035,4= 2 hours or more,,,,,,,,,,,,
4649,4649,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,534351312,"On a usual day that you [smoke/smoked], how often [do/did] you smoke a cigarette before your first meal of the day?",,Use cigarette before first meal,SrvSAS_CigsFirstMeal_v1r0,CIG11,Num,1,122802180,0= Almost all the time,,No,No,,,,,,10/25/21,,,
4650,4650,,,,,,,,,,,,,,,,,,,950591599,1= Most of the time,,,,,,,,,,,,
4651,4651,,,,,,,,,,,,,,,,,,,167208049,2= About half of the time,,,,,,,,,,,,
4652,4652,,,,,,,,,,,,,,,,,,,793320798,3= Some of the time,,,,,,,,,,,,
4653,4653,,,,,,,,,,,,,,,,,,,216450786,4= Almost never,,,,,,,,,,,,
4654,4654,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,594608533,"On days that you smoked when you were age [X] to age [Y / 17], about how many cigarettes did you smoke per day?",,"How many cigarettes used, Age [X] to age [Y / 17]",SrvSAS_CigsUsed17_v1r1,CIGLIFEA,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4655,4655,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,923371868,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many cigarettes did you smoke per day?",,"How many cigarettes used, Age [X / 18] to age [Y / 24]",SrvSAS_CigsUsed1824_v1r1,CIGLIFEB,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4656,4656,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,445537380,"On days that you smoked when you were age [X / 25] to age [Y / 29], about how many cigarettes did you smoke per day?",,"How many cigarettes used, [X / 25] to age [Y / 29]",SrvSAS_CigsUsed2529_v1r1,CIGLIFEC,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4657,4657,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,387489930,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many cigarettes did you smoke per day?",,"How many cigarettes used, [X / 30] to age [Y / 39 / current age]",SrvSAS_CigsUsed3039_v1r1,CIGLIFED,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4658,4658,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,493642768,"On days that you smoked when you were age [X / 40] to age [Y / 49 / current age], about how many cigarettes did you smoke per day?",,"How many cigarettes used, [X / 40] to age [Y / 49 / current age]",SrvSAS_CigsUsed4049_v1r1,CIGLIFEE,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4659,4659,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,821629868,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many cigarettes did you smoke per day?",,"How many cigarettes used, [X / 50] to age [Y / 59 / current age]",SrvSAS_CigsUsed5059_v1r1,CIGLIFEF,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4660,4660,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,434034366,"On days that you smoked when you were age [X / 60] to age [Y / 69 / current age], about how many cigarettes did you smoke per day?",,"How many cigarettes used, [X / 60] to age [Y / 69 / current age]",SrvSAS_CigsUsed6069_v1r1,CIGLIFEG,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4661,4661,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,842088582,"On days that you smoked when you were age [X / 70] and older, about how many cigarettes did you smoke per day?",,"How many cigarettes used, [X / 70] and older",SrvSAS_CigsUsed70_v1r1,CIGLIFEH,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,8/22/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4662,4662,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,624111331,How many days have you used e-cigarettes or other vaping devices for nicotine or tobacco in your life?,,How many days used e-cigarettes or other vaping devices used in life,SrvSAS_DaysUseECig_v1r0,ECIG1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,,
4663,4663,,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,,
4664,4664,,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,,
4665,4665,,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,,
4666,4666,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,761037053,How old were you when you first used e-cigarettes or other vaping devices for nicotine or tobacco?,,Age first used e-cigarettes or other vaping devices,SrvSAS_ECigAgeUseF_v1r0,ECIG2,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4667,4667,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",550244580,Age first used e-cigarettes or other vaping devices on a regular basis,,ECIG3,,,517801904,Age first used e-cigarettes or other vaping devices on a regular basis number,,Age first used e-cigarettes or other vaping devices on a regular basis,SrvSAS_ECigAgeUseRegF_v1r0,REGVAPE_AGE,Num,2,,N/A,,No,No,"Range check min=isDefined(D_761037053,0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4668,4668,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",550244580,Age first used e-cigarettes or other vaping devices on a regular basis,,ECIG3,,,550244580,Age first used e-cigarettes or other vaping devices on a regular basis,,"Age first used e-cigarettes or other vaping devices on a regular basis, Never used",SrvSAS_ECigNeverReg_v1r0,ECIG3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,,
4669,4669,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,751046675,Do you use e-cigarettes or other vaping devices for nicotine or tobacco now?,,Use e-cigarettes or other vaping devices now,SrvSAS_ECigNow_v1r0,ECIG4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,,
4670,4670,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,
4671,4671,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,
4672,4672,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,
4673,4673,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,238422161,When was the last time you used e-cigarettes or other vaping devices for nicotine or tobacco?,,Last used e-cigarettes or other vaping devices,SrvSAS_ECigUseL_v1r0,ECIG5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/21,,,
4674,4674,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,
4675,4675,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,
4676,4676,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,716554850,On how many of the past 30 days have you used e-cigarettes or other vaping devices for nicotine or tobacco?,,Days used e-cigarettes or other vaping devices past 30 days,SrvSAS_ECiguseDays30_v1r0,ECIG6,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,
4677,4677,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,724079256,How many months ago did you last use e-cigarettes or other vaping devices for nicotine or tobacco?,,Months ago last used e-cigarettes or other vaping devices,SrvSAS_ECigUseMoL_v1r0,ECIG7A,Num,2,,N/A,,No,No,Range check min=1 max=11,,,,,8/28/23,,,
4681,4681,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,360277949,How old were you when you last used e-cigarettes or other vaping devices for nicotine or tobacco?,,Age last used e-cigarettes or other vaping devices,SrvSAS_AgeECigUseL_v1r0,ECIG8,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_517801904,D_761037053),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,
4682,4682,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,242276545,"Age last used - During the time you last used e-cigarettes or other vaping devices for nicotine or tobacco, did you use them every day?","Age last used - During that time, did you use e-cigarettes or other vaping devices for nicotine or tobacco every day?","Use e-cigarettes or other vaping devices every day, age last used",SrvSAS_ECigEDAgeUseL_v2r0,ECIG8C,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4683,4683,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4684,4684,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,183546626,"Age last used- During that time, how many days (1 to 30) did you use e-cigarettes or other vaping devices for nicotine or tobacco in a usual month?",,"How many days used  e-cigarettes or other vaping devices, age last used",SrvSAS_ECigUseDaysAgeL_v1r0,ECIG8D,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,
4685,4685,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,982470672,"On days that you [use/used] e-cigarettes or other vaping devices, what is the total amount of time you [use/used] them per day?",,Total amount of time used e-cigarettes or other vaping devices per day,SrvSAS_ECigTotalTm_v1r0,ECIG9A,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,,
4686,4686,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4687,4687,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4688,4688,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4689,4689,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4690,4690,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,333072838,"Now thinking about your entire life, did you ever use e-cigarettes or other vaping devices for nicotine or tobacco every day?",Did you ever use e-cigarettes or other vaping devices for nicotine or tobacco every day?,Ever use e-cigarettes or other vaping devices every day,SrvSAS_ECigEveryDay_v2r0,ECIG9B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4691,4691,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4692,4692,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,388614168,How old were you when you stopped using e-cigarettes or other vaping devices for nicotine or tobacco every day?,,Age stopped using e-cigarettes or other vaping devices every day,SrvSAS_AgeStopECig_v1r0,ECIG9D,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_517801904,D_761037053),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,
4693,4693,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,656911826,"When you were a daily user of e-cigarettes or other vaping devices for nicotine or tobacco, what is the total amount of time you used them per day?",,Total amount of time used e-cigarettes or other vaping devices per day when daily user,SrvSAS_TotalTmECig_v1r0,ECIG9C,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,,
4694,4694,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4695,4695,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4696,4696,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4697,4697,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4698,4698,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,370901901,What brand and model of device [do/did] you use most often?,,Device Brand/Model,SrvSAS_DeviceBrand_v1r0,ECIG10,Char,,,N/A,,No,No,,,,,,,,,
4699,4699,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,240089798,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X] to age [Y / 17], what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, Age [X] to age [Y / 17]",SrvSAS_ECigTm17_v1r1,ECIGLIFEA,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4700,4700,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4701,4701,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4702,4702,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4703,4703,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4704,4704,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
4705,4705,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,536216847,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 18] to age [Y / 24], what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, Age [X / 18] to age [Y / 24]",SrvSAS_ECigTm1824_v1r1,ECIGLIFEB,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4706,4706,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4707,4707,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4708,4708,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4709,4709,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4710,4710,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
4711,4711,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,622394149,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 25] to age [Y / 29], what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, [X / 25] to age [Y / 29]",SrvSAS_ECigTm2529_v1r1,ECIGLIFEC,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4712,4712,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4713,4713,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4714,4714,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4715,4715,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4716,4716,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
4717,4717,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,442002787,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 30] to age [Y / 39 / current age], what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, [X / 30] to age [Y / 39 / current age]",SrvSAS_ECigTm3039_v1r1,ECIGLIFED,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4718,4718,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4719,4719,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4720,4720,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4721,4721,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4722,4722,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
4723,4723,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,208578552,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 40] to age [Y / 49 / current age], what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, [X / 40] to age [Y / 49 / current age]",SrvSAS_ECigTm4049_v1r1,ECIGLIFEE,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4724,4724,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4725,4725,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4726,4726,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4727,4727,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4728,4728,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
4729,4729,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,480155628,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 50] to age [Y / 59 / current age], what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, [X / 50] to age [Y / 59 / current age]",SrvSAS_ECigTm5059_v1r1,ECIGLIFEF,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4730,4730,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4731,4731,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4732,4732,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4733,4733,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4734,4734,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
