conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date added or modified,Question_Type,QuestID - radio button or multi-answer format questions questions.
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Mother- Which type(s) of cancer? Select all that apply.,,Other |__|,Another type of cancer: Please describe,SrvBOH_MOtherCancer_v1r0,55,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,MOMCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Mother- Which type(s) of cancer? Select all that apply.,,Mother - another type of cancer: Please describe [text box],Another type of cancer: Please describe [text box],SrvBOH_MOtherCancerDes_v1r0,MOMCANC2_TB,Char,300,,N/A,,,No,No,,,,,,8/9/21,Optional Select All that Apply,MOMCANC2
,Survey,,Background and Overall Health,,Mother- Which type(s) of cancer? Select all that apply.,,Unavailable/Unknown,"I know they had cancer, but don't know what type",SrvBOH_MCancerUnknown_v1r0,77,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,MOMCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had anal cancer?,,Age at diagnosis,Mom anal cancer age,SrvBOH_MomAnalCancAge_v1r0,MOMCANC3A_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3A
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had anal cancer?,,Year at diagnosis,Mom anal cancer year,SrvBOH_MomAnalCancYr_v1r0,MOMCANC3A_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3A
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Age at diagnosis,Mom bladder cancer age,SrvBOH_MomBlCancAge_v1r0,MOMCANC3B_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3B
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Year at diagnosis,Mom bladder cancer year,SrvBOH_MomBlCancYr_v1r0,MOMCANC3B_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3B
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had brain cancer?,,Age at diagnosis,Mom brain cancer age,SrvBOH_MomBraCancAge_v1r0,MOMCANC3C_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3C
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had brain cancer?,,Year at diagnosis,Mom brain cancer year,SrvBOH_MomBraCancYr_v1r0,MOMCANC3C_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3C
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had breast cancer?,,Age at diagnosis,Mom breast cancer age,SrvBOH_MomBreCancAge_v1r0,MOMCANC3D_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3D
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had breast cancer?,,Year at diagnosis,Mom breast cancer year,SrvBOH_MomBreCancYr_v1r0,MOMCANC3D_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3D
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cervical cancer?,,Age at diagnosis,Mom cervical cancer age,SrvBOH_MomCerCancAge_v1r0,MOMCANC3E_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3E
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cervical cancer?,,Year at diagnosis,Mom cervical cancer year,SrvBOH_MomCerCancYr_v1r0,MOMCANC3E_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3E
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Age at diagnosis,Mom colon/rectal cancer age,SrvBOH_MomColCancAge_v1r0,MOMCANC3F_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3F
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Year at diagnosis,Mom colon/rectal cancer year,SrvBOH_MomColCancYr_v1r0,MOMCANC3F_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3F
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Age at diagnosis,Mom esophageal cancer age,SrvBOH_MomEsCancAge_v1r0,MOMCANC3G_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3G
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Year at diagnosis,Mom esophageal cancer year,SrvBOH_MomEsCancYr_v1r0,MOMCANC3G_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3G
,Survey,,Background and Overall Health,,"Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Age at diagnosis,"Mom Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer age",SrvBOH_MomHNCancAge_v1r0,MOMCANC3H_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3H
,Survey,,Background and Overall Health,,"Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Year at diagnosis,"Mom Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer year",SrvBOH_MomHNCancYr_v1r0,MOMCANC3H_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3H
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Age at diagnosis,Mom kidney cancer age,SrvBOH_MomKidnCancAge_v1r0,MOMCANC3I_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3I
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Year at diagnosis,Mom kidney cancer year,SrvBOH_MomKidnCancYr_v1r0,MOMCANC3I_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3I
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Age at diagnosis,Mom Leukemia (blood and bone marrow) cancer age,SrvBOH_MomLeukAge_v1r0,MOMCANC3J_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3J
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Year at diagnosis,Mom Leukemia (blood and bone marrow) cancer year,SrvBOH_MomLeukYr_v1r0,MOMCANC3J_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3J
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Age at diagnosis,Mom Liver cancer age,SrvBOH_MomLivCancAge_v1r0,MOMCANC3K_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3K
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Year at diagnosis,Mom Liver cancer year,SrvBOH_MomLivCancYr_v1r0,MOMCANC3K_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3K
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Age at diagnosis,Mom Lung or bronchial cancer age,SrvBOH_MomLungCancAge_v1r0,MOMCANC3L_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3L
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Year at diagnosis,Mom Lung or bronchial cancer year,SrvBOH_MomLungCancYr_v1r0,MOMCANC3L_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3L
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Age at diagnosis,Mom Non-Hodgkin's lymphoma cancer age,SrvBOH_MomNHLympAge_v1r0,MOMCANC3M_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3M
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Year at diagnosis,Mom Non-Hodgkin's lymphoma cancer year,SrvBOH_MomNHLympYr_v1r0,MOMCANC3M_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3M
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,Age at diagnosis,Mom Lymphoma cancer age,SrvBOH_MomLympAge_v1r0,MOMCANC3N_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3N
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,Year at diagnosis,Mom Lymphoma cancer year,SrvBOH_MomLympYr_v1r0,MOMCANC3N_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3N
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,Age at diagnosis,Mom Melanoma (skin) cancer age,SrvBOH_MomMelanomaAge_v1r0,MOMCANC3O_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3O
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,Year at diagnosis,Mom Melanoma (skin) cancer year,SrvBOH_MomMelanomaYr_v1r0,MOMCANC3O_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3O
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,Age at diagnosis,Mom Non-melanoma skin (basal or squamous) cancer age,SrvBOH_MomNMSkCancAge_v1r0,MOMCANC3P_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3P
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,Year at diagnosis,Mom Non-melanoma skin (basal or squamous) cancer year,SrvBOH_MomNMSkCancYr_v1r0,MOMCANC3P_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3P
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,Age at diagnosis,Mom Ovarian cancer age,SrvBOH_MomOvaCancAge_v1r0,MOMCANC3Q_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3Q
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,Year at diagnosis,Mom Ovarian cancer year,SrvBOH_MomOvaCancYr_v1r0,MOMCANC3Q_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3Q
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,Age at diagnosis,Mom Pancreatic cancer age,SrvBOH_MomPanCancAge_v1r0,MOMCANC3R_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 17,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3R
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,Year at diagnosis,Mom Pancreatic cancer year,SrvBOH_MomPanCancYr_v1r0,MOMCANC3R_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 17,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3R
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,Age at diagnosis,Mom Stomach cancer age,SrvBOH_MomStomCancAge_v1r0,MOMCANC3S_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 18,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3S
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,Year at diagnosis,Mom Stomach cancer year,SrvBOH_MomStomCancYr_v1r0,MOMCANC3S_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 18,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3S
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,Age at diagnosis,Mom Thyroid cancer age,SrvBOH_MomThyCancAge_v1r0,MOMCANC3T_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 19,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3T
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,Year at diagnosis,Mom Thyroid cancer year,SrvBOH_MomThyCancYr_v1r0,MOMCANC3T_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 19,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3T
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Uterine (endometrial) cancer?,,Age at diagnosis,Mom Uterine (endometrial) cancer age,SrvBOH_MomUtCancAge_v1r0,MOMCANC3U_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 20,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3U
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Uterine (endometrial) cancer?,,Year at diagnosis,Mom Uterine (endometrial) cancer year,SrvBOH_MomUtCancYr_v1r0,MOMCANC3U_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 20,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3U
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had response from MOMCANC2/another type of cancer?,,Age at diagnosis,Mom response from MOMCANC2/another type of cancer age,SrvBOH_MomOtherCancAge_v1r0,MOMCANC3V_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 21,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3V
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had response from MOMCANC2/another type of cancer?,,Year at diagnosis,Mom response from MOMCANC2/another type of cancer year,SrvBOH_MomOtherCancYr_v1r0,MOMCANC3V_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 21,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3V
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cancer?,,Age at diagnosis,Mom cancer age,SrvBOH_MomCancerAge_v1r0,MOMCANC3W_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 22,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3W
,Survey,,Background and Overall Health,,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cancer?,,Year at diagnosis,Mom cancer year,SrvBOH_MomCancerYr_v1r0,MOMCANC3W_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if MOMCANC2= 22,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",MOMCANC3W
,Survey,,Background and Overall Health,,,,Is your biological father still living?,Dad living,SrvBOH_DadLiving_v1r0,DAD,Num,2,,0=No,,1=No,No,No,,,,,,,Optional Multiple Choice,
,,,,,,,,,,,,,,1 =Yes,,2=Yes,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Don't know,,,,,,,,6/24/21,,
,Survey,,Background and Overall Health,,How old is your father today?,,How old is your father today?,father age,SrvBOH_DadAge_v1r0,DADAGE,Num,2,,77 = Unavailable/Unknown,,99= Don't know,No,No,,,,,,8/23/21,Text Box Plus Check Box,DADAGE
,Survey,,Background and Overall Health,,How old is your father today?,,"How old is your father today?, Number","father age, number",SrvBOH_DadAgeNum_v1r0,DAD_AGE,Num,3,,N/A,,,No,No,,,,,,9/14/21,Text Box Plus Check Box,DADAGE
,Survey,,Background and Overall Health,,At what age did your father die?,,At what age did your father die?,father age at death,SrvBOH_DadAgeDeath_v1r0,DADDEATH,Num,2,,77 = Unavailable/Unknown,,99= Don't know,No,No,,,,,,8/23/21,Text Box Plus Check Box,DADDEATH
,Survey,,Background and Overall Health,,At what age did your father die?,,"At what age did your father die?, Number","father age at death, number",SrvBOH_DadAgeDeathNum_v1r0,DADDEATH_num,Num,3,,N/A,,,No,No,,,,,,9/14/21,Text Box Plus Check Box,DADDEATH
,Survey,,Background and Overall Health,,,,"[If Dad=01] Has a doctor or other health professional ever said that your father has or had any type of cancer? [If Dad=00, 77, NON-RESPONSE] Did a doctor or other health professional ever say that your father had any type of cancer?",Dad living,SrvBOH_DadCanc_v1r0,DADCANC,Num,2,,0=No,,1=No,No,No,,,,,,,Optional Multiple Choice,
,,,,,,,,,,,,,,1=Yes,,2=Yes,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Don't know,,,,,,,,6/24/21,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Anal,Anal,SrvBOH_DAnalCancer_v1r0,0,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Bladder,Bladder,SrvBOH_DBladderCancer_v1r0,1,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Brain,Brain,SrvBOH_DBrainCancer_v1r0,2,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Breast,Breast,SrvBOH_DBreastCancer_v1r0,3,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Colon/rectal,Colon/rectal,SrvBOH_DColonCancer_v1r0,4,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Esophageal,Esophageal,SrvBOH_DEsophagealCanc_v1r0,5,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,"Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)","Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)",SrvBOH_DHNCancer_v1r0,6,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Kidney,Kidney,SrvBOH_DKidneyCancer_v1r0,7,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Leukemia (blood and bone marrow),Leukemia (blood and bone marrow),SrvBOH_DLeukemia_v1r0,8,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Liver,Liver,SrvBOH_DLiverCancer_v1r0,9,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Lung or bronchial,Lung or bronchial,SrvBOH_DLungCancer_v1r0,10,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Non-Hodgkin's lymphoma,Non-Hodgkin's lymphoma,SrvBOH_DNHLymphoma_v1r0,11,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Lymphoma,Lymphoma,SrvBOH_DLymphoma_v1r0,12,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Melanoma (skin),Melanoma (skin),SrvBOH_DMelanoma_v1r0,13,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Non-melanoma skin (basal or squamous),Non-melanoma skin (basal or squamous),SrvBOH_DNMSkinCancer_v1r0,14,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Pancreatic,Pancreatic,SrvBOH_DPancreaticCanc_v1r0,15,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Prostate,Prostate,SrvBOH_DProstateCancer_v1r0,16,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Stomach,Stomach,SrvBOH_DStomachCancer_v1r0,17,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Testicular,Testicular,SrvBOH_DTesticularCanc_v1r0,18,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
