conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Quest Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]       ",Other: Please describe,SrvLAW_SeasWtr3_5_Oth_v1r0,SEASWTR3_5_OTH,Char,300,,N/A,,No,No,No,,,,,,3/10/22,,SEASWTR3_5
,Survey,,Where You Live and Work,,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,Primary water source,SrvLAW_SeaAdd6PrWater_v1r0,SEASWTR1_6,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,SEASWTR1_6
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],Other: Please describe,SrvLAW_SeasWtr1_6_Oth_v1r0,SEASWTR1_6_OTH,Char,300,,N/A,,,No,No,,,,,,3/10/22,,SEASWTR1_6
,Survey,,Where You Live and Work,,],,Seasonal Address 6- About how deep [is/was] your private well?,Deep private well,SrvLAW_SeaAdd6DPWell_v1r0,SEASWTR2_6,Num,2,,0 = Less than 50 feet,,1= Less than 50 feet,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 50 to 100 feet,,2= 50 – 100 feet,,,,,,,,,,
,,,,,,,,,,,,,,2 = 101 to 150 feet,,3= 101 – 150 feet,,,,,,,,,,
,,,,,,,,,,,,,,3 = 151 to 250 feet,,4= 151 – 250 feet,,,,,,,,,,
,,,,,,,,,,,,,,4 = 251 to 500 feet,,5= 251 – 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,5 = More than 500 feet,,6= More than 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",Primary water source,SrvLAW_SeaAdd6PrWater2_v1r0,SEASWTR3_6,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,SEASWTR3_6
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]      ",Other: Please describe,SrvLAW_SeasWtr3_6_Oth_v1r0,SEASWTR3_6_OTH,Char,300,,N/A,,No,No,No,,,,,,3/10/22,,SEASWTR3_6
,Survey,,Where You Live and Work,,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,Primary water source,SrvLAW_SeaAdd7PrWater_v1r0,SEASWTR1_7,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,SEASWTR1_7
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],Other: Please describe,SrvLAW_SeasWtr1_7_Oth_v1r0,SEASWTR1_7_OTH,Char,300,,N/A,,,No,No,,,,,,3/10/22,,SEASWTR1_7
,Survey,,Where You Live and Work,,,,Seasonal Address 7- About how deep [is/was] your private well?,Deep private well,SrvLAW_SeaAdd7DPWell_v1r0,SEASWTR2_7,Num,2,,0 = Less than 50 feet,,1= Less than 50 feet,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 50 to 100 feet,,2= 50 – 100 feet,,,,,,,,,,
,,,,,,,,,,,,,,2 = 101 to 150 feet,,3= 101 – 150 feet,,,,,,,,,,
,,,,,,,,,,,,,,3 = 151 to 250 feet,,4= 151 – 250 feet,,,,,,,,,,
,,,,,,,,,,,,,,4 = 251 to 500 feet,,5= 251 – 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,5 = More than 500 feet,,6= More than 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",Primary water source,SrvLAW_SeaAdd7PrWater2_v1r0,SEASWTR3_7,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,SEASWTR3_7
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]      ",Other: Please describe,SrvLAW_SeasWtr3_7_Oth_v1r0,SEASWTR3_7_OTH,Char,300,,N/A,,No,No,No,,,,,,3/10/22,,SEASWTR3_7
,Survey,,Where You Live and Work,,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,Primary water source,SrvLAW_SeaAdd8PrWater_v1r0,SEASWTR1_8,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,SEASWTR1_8
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],Other: Please describe,SrvLAW_SeasWtr1_8_Oth_v1r0,SEASWTR1_8_OTH,Char,300,,N/A,,,No,No,,,,,,3/10/22,,SEASWTR1_8
,Survey,,Where You Live and Work,,,,Seasonal Address 8- About how deep [is/was] your private well?,Deep private well,SrvLAW_SeaAdd8DPWell_v1r0,SEASWTR2_8,Num,2,,0 = Less than 50 feet,,1= Less than 50 feet,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 50 to 100 feet,,2= 50 – 100 feet,,,,,,,,,,
,,,,,,,,,,,,,,2 = 101 to 150 feet,,3= 101 – 150 feet,,,,,,,,,,
,,,,,,,,,,,,,,3 = 151 to 250 feet,,4= 151 – 250 feet,,,,,,,,,,
,,,,,,,,,,,,,,4 = 251 to 500 feet,,5= 251 – 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,5 = More than 500 feet,,6= More than 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",Primary water source,SrvLAW_SeaAdd8PrWater2_v1r0,SEASWTR3_8,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,SEASWTR3_8
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]       ",Other: Please describe,SrvLAW_SeasWtr3_8_Oth_v1r0,SEASWTR3_8_OTH,Char,300,,N/A,,No,No,No,,,,,,3/10/22,,SEASWTR3_8
,Survey,,Where You Live and Work,,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,Primary water source,SrvLAW_SeaAdd9PrWater_v1r0,SEASWTR1_9,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,SEASWTR1_9
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],Other: Please describe,SrvLAW_SeasWtr1_9_Oth_v1r0,SEASWTR1_9_OTH,Char,300,,N/A,,,No,No,,,,,,,,SEASWTR1_9
,Survey,,Where You Live and Work,,,,Seasonal Address 9- About how deep [is/was] your private well?,Deep private well,SrvLAW_SeaAdd9DPWell_v1r0,SEASWTR2_9,Num,2,,0 = Less than 50 feet,,1= Less than 50 feet,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 50 to 100 feet,,2= 50 – 100 feet,,,,,,,,,,
,,,,,,,,,,,,,,2 = 101 to 150 feet,,3= 101 – 150 feet,,,,,,,,,,
,,,,,,,,,,,,,,3 = 151 to 250 feet,,4= 151 – 250 feet,,,,,,,,,,
,,,,,,,,,,,,,,4 = 251 to 500 feet,,5= 251 – 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,5 = More than 500 feet,,6= More than 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",Primary water source,SrvLAW_SeaAdd9PrWater2_v1r0,SEASWTR3_9,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,SEASWTR3_9
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]      ",Other: Please describe,SrvLAW_SeasWtr3_9_Oth_v1r0,SEASWTR3_9_OTH,Char,300,,N/A,,No,No,No,,,,,,3/10/22,,SEASWTR3_9
,Survey,,Where You Live and Work,,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,Primary water source,SrvLAW_SeaAdd10PrWater_v1r0,SEASWTR1_10,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,SEASWTR1_10
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],Other: Please describe,SrvLAW_SeasWtr1_10_Oth_v1r0,SEASWTR1_10_OTH,Char,300,,N/A,,,No,No,,,,,,3/10/22,,SEASWTR1_10
,Survey,,Where You Live and Work,,,,Seasonal Address 10- About how deep [is/was] your private well?,Deep private well,SrvLAW_SeaAdd10DPWell_v1r0,SEASWTR2_10,Num,2,,0 = Less than 50 feet,,1= Less than 50 feet,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 50 to 100 feet,,2= 50 – 100 feet,,,,,,,,,,
,,,,,,,,,,,,,,2 = 101 to 150 feet,,3= 101 – 150 feet,,,,,,,,,,
,,,,,,,,,,,,,,3 = 151 to 250 feet,,4= 151 – 250 feet,,,,,,,,,,
,,,,,,,,,,,,,,4 = 251 to 500 feet,,5= 251 – 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,5 = More than 500 feet,,6= More than 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",Primary water source,SrvLAW_SeaAd10PrWater2_v1r0,SEASWTR3_10,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,SEASWTR3_10
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 – SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]      ",Other: Please describe,SrvLAW_SeasWtr3_10_Oth_V1r0,SEASWTR3_10_OTH,Char,300,,N/A,,No,No,No,,,,,,3/10/22,,SEASWTR3_10
,Survey,,Where You Live and Work,,,,What was the street address of your childhood home (where you lived when you were about 13 years old)?,Childhood address given,SrvLAW_ChildAddGiv_v1r0,CHILDADD,Num,2,,0 = I lived at a previous address already entered [Insert list of previously entered residences for participants to select from (from HOMEADD1 – HOMEADD3)],,1=I lived at a previous address already entered [Insert list of previously entered residences for participants to select from (from HOMEADD1 – HOMEADD3)]  ,No,No,,,,,,1/12/22,,
,,,,,,,,,,,,,,1 = Not listed here,,2=Not listed here,,,,,,,,,,
,Survey,,Where You Live and Work,,,,Which previously entered address did you live at when you were about 13 years old?,Previously listed childhood address,SrvLAW_ChildAddPre_v1r0,CHILDTEST,Num,2,,0 = Current Address,,,No ,Yes,"Addresses are piped into the response variables from previous answers.  The number of options is limited by the number of address given by the participant. Only there response variabler code (0, 1, 2, etc) is saved on the back end of Quest. Once the concept IDs are assigned to each response option, that's what will be saved as the response in BigQuery.",,,,,,,
,,,,,,,,,,,,,,1 = Previous address 1,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = Previous address 2,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = Previous address 3,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = Previous address 4,,,,,,,,,,,,
,,,,,,,,,,,,,,5 = Previous address 5,,,,,,,,,,,,
,,,,,,,,,,,,,,6 = Previous address 6,,,,,,,,,,,,
,,,,,,,,,,,,,,7 = Previous address 7,,,,,,,,,,,,
,,,,,,,,,,,,,,8 = Previous address 8,,,,,,,,,,,,
,,,,,,,,,,,,,,9 = Previous address 9,,,,,,,,,,,,
,,,,,,,,,,,,,,10 = Previous address 10,,,,,,,,,,,,
,Survey,,Where You Live and Work,,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can. ",,Childhood street number,Street number,SrvLAW_ChildStNum_v1r0,CHILDSTNUM ,Num,6,,,,,No,Yes,,,,,,2/3/22,,CHILDADD1
,Survey,,Where You Live and Work,,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can. ",,Childhood Full Street name,Full Street name,SrvLAW_ChildFullSt_v1r0,CHILDFULLST,Char,70,,,,,No,Yes,,,,,,,,CHILDADD1
,Survey,,Where You Live and Work,,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can. ",,"Childhood Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_ChildApt_v1r0,CHILDAPT,Char,70,,,,,No,Yes,,,,,,,,CHILDADD1
,Survey,,Where You Live and Work,,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can. ",,Childhood City ,City ,SrvLAW_ChildCity_v1r0,CHILDCITY,Char,45,,,,,No,Yes,,,,,,,,CHILDADD1
