conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,,Variable Type,Variable Length,conceptId,Format/Value,,,,,Required,PII,,Notes,,Derivation Notes,Dictionary,State Attribute,Default Variable,,Date added or modified
192505768,Recruitment,453017582,Completion Time,,,204002618,Derived variable for the time from submission of consent to completion of User Profile as RcrtUP_SUBMITTIME_V1R0 - RcrtCS_ConsentSumit_v1r0,Time from consent to user profile,RcrtCT_Cnst_UP_v1r0,,Minutes,18,,N/A,,,,,Yes,No,,"Can be further derived to other time units (e.g. hours + fractions of hours) or as multiple time variables (e.g. hours, minutes, and seconds)",,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,218595434,Verification,,,821247024,Indicator of match verification after creation of user profile - updated by sites,Verification status,RcrtV_Verification_v1r0,,Num,1,875007964,0 = Not yet verified,,,,,Yes,No,,"Default, Not yet verified - 0, assigned at submission of  StudyIDs from sites for active recruits and when token is assigned from passive recruits.  Updates will be received from the sites as part of the verification table.",,,"Recruitment Data Dictionary, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,197316935,1 = Verified,,,,,,,,,,,,,,,
,,,,,,,,,,,,,219863910,2 = Cannot be verified,,,,,,,,,,,,,,,
,,,,,,,,,,,,,922622075,3 = Duplicate,,,,,,,,,,,,,,,
,,,,,,,,,,,,,160161595,4 = Outreach timed out,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,914594314,Autogenerated date/time verification status is updated,Verification status time,RcrtV_VerificationTm_V1R0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if RcrtV_Verification_v1r0 equals0 or 1 or 2 or 3 or 4,No,,ISO to be converted to SAS format,,,Recruitment Data Dictionary,No,No,,3/26/21
192505768,Recruitment,218595434,Verification,,,139603724,Autogenerated month verification status is updated,Verification status month,RcrtV_VerificationMo_v1r0,,MM,2,,,,,,,Yes if RcrtV_Verification_v1r0 equals0 or 1 or 2 or 3 or 4,No,,MONTHw. SAS format,,Reformatted from RcrtV_VerificationTm_V1R0 variable above,Master Data Dictionary,No,No,,3/26/21
192505768,Recruitment,218595434,Verification,,,444699761,Automated method used for verification.,Automated verification,RcrtV_Automated_v1r0,,Num,1,734437214,0=Method not used,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,426360242,1=Method used,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,188797763,Outreach required for manual verification,Outreach required for Verification,RcrtV_Outreach_v1r0,,Num,1,104430631,0 = No,,,,,Yes,No,,Sent as part of the verification table from IHCS. Should not equals Yes when only Automated verification is used,,,Master Data Dictionary,Yes,No,,3/25/21
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,953614051,Manual method used for verification,Manual verification,RcrtV_Mannual_v1r0,,Num,1,734437214,0=Method not used,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,426360242,1=Method used,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,148197146,Duplicate type,Duplicate type,RcrtV_DuplicateType_v1r0,,Num,1,638335430,0 = Active recruit signed in as Passive recruit,,,,,If RcrtV_Verification_v1r0 equals 3,No,,Sent as part of the verification table from the IHCS.,,,Master Data Dictionary,Yes,No,,10/4/21
,,,,,,,,,,,,,283434980,1 = Not Active recruit signed in as Passive recruit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,866029623,2 = Not Active recruit signed in as an Active recruit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,654558118,3 = Participant already enrolled,,,,,,,,,,,,,,,
,,,,,,,,,,,,,979256174,4 = Passive recruit signed in as Active recruit,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,793822265,Update recruit type,Update recruit type,RcrtV_UpdateRecType_v1r0,,Num,1,132080040,0 = No change needed,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Master Data Dictionary,Yes,No,,11/22/21
,,,,,,,,,,,,,604663208,1 = Not Active to Passive,,,,,,,,,,,,,,,
,,,,,,,,,,,,,854903954,2 = Passive to Active,,,,,,,,,,,,,,,
,,,,,,,,,,,,,965707001,3 = Active to Passive,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,147176963,Verification Variable - First Name,First Name Match,RcrtV_FNameMatch_v1r0,,Num,1,356674370,0=Not matched,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,219803804,1=Matched,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,557461333,Verification Variable - Last Name,Last Name Match,RcrtV_LNameMatch_v1r0,,Num,1,356674370,0=Not matched,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,219803804,1=Matched,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,725929722,Verification Variable - DOB,DOB Match,RcrtV_DOBMatch_v1r0,,Num,1,356674370,0=Not matched,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,219803804,1=Matched,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,711794630,Verification Variable - PIN,PIN Match,RcrtV_PINMatch_v1r0,,Num,1,356674370,0=Not matched,,,,,Yes for some sites,No,,"Sent as part of the verification table for HFHS , KP and Sanford.",,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,219803804,1=Matched,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,679832994,Verification Variable - Token,Token Match,RcrtV_TokenMatch_v1r0,,Num,1,356674370,0=Not matched,,,,,Yes for some sites,No,,"Sent as part of the verification table for HP, HFHS and KP.",,,Recruitment Data Dictionary,Yes,No,,8/13/21
,,,,,,,,,,,,,219803804,1=Matched,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,559534463,Verification Variable - Zip code,Zip code Match,RcrtV_ZipMatch_v1r0,,Num,1,356674370,0=Not matched,,,,,Yes for some sites,,,Sent as part of the verification table for HFHS for passive recruits.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,219803804,1=Matched,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,570452130,Eligibility Variable - Site,Site Match,RcrtV_SiteMatch_v1r0,,Num,1,539025306,0=Criterium not met,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,427405444,1=Criterium met,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,629484663,Eligibility Variable - Age,Age Match,RcrtV_AgeMatch_v1r0,,Num,1,539025306,0=Criterium not met,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,427405444,1=Criterium met,,,,,,,,,,,,,,,
192505768,Recruitment,218595434,Verification,,,547895941,Eligibility Variable - Cancer Status,Cancer Status Match,RcrtV_CStatusMatch_v1r0,,Num,1,539025306,0=Criterium not met,,,,,Yes,No,,Sent as part of the verification table from the IHCS.,,,Recruitment Data Dictionary,Yes,No,,
,,,,,,,,,,,,,427405444,1=Criterium met,,,,,,,,,,,,,,,
819848608,Biospecimen,123496044,Specimen Link,,,650516960,Collection Setting,Collection Setting,BioSpm_Setting_v1r0,,Num,1,534621077,0=Research,,,,,Yes,No,,Autopopulated based on dashboard to input collection information.,,,"Biospecimen Clinical , Biospecimen Research",No,No,,
,,,,,,,,,,,,,664882224,1=Clinical,,,,,,,,,,,,,,,
,,,,,,,,,,,,,103209024,2=Home,,,,,,,,,,,,,,,
819848608,Biospecimen,123496044,Specimen Link,,,331584571,Select visit from drop down menu,Select visit,BioSpm_Visit_v1r0,,Num,,266600170,0 = Baseline,,,,,Yes,No,,Visit selected at the time of check-in,,,"Biospecimen Clinical, Biospecimen Research",No,No,,1/18/22
,,,,,,,,,,,,,496823485,1 = Follow-up 1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,650465111,2 = Follow-up 2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,303552867,3 = Follow-up 3,,,,,,,,,,,,,,,
819848608,Biospecimen,123496044,Specimen Link,,,646899796,Accession ID,Accession ID,BioSpm_AccessionID_v1r0,,Num,30,,N/A,,,,,Yes for KP sites Only,No,,Additional format info to be added later.,,,Biospecimen Clinical,No,No,,
819848608,Biospecimen,123496044,Specimen Link,,,148996099,Accession ID Manually Entered,Accession ID Manually Entered,BioSpm_AccIDEntered_v1r0,,Num,1,104430631,0 = No,,,,,Yes if manually entered,No,,,,,Biospecimen Clinical,No,No,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,123496044,Specimen Link,,,820476880,Collection ID,Collection ID,BioSpm_ColIDScan_v1r0,,Char,9,,Example: CXA000001,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,
819848608,Biospecimen,123496044,Specimen Link,,,387108065,Collection ID Manually Entered,Collection ID Manually Entered,BioSpm_ColIDEntered_v1r0,,Num,1,104430631,0 = No,,,,,Yes if manually entered,No,,,,,"Biospecimen Clinical, Biospecimen Research",No,No,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,,,593843561,Tube Collected,Tube Collected,BioCol_TubeCollected_v1r0,,Num,1,104430631,0 = No,,,,,Yes,No,,Default no for each tube until checked to indicate sample was collected,,,"Biospecimen Clinical, BIospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,,,299553921,Serum Separator Tube 1,Serum Separator Tube 1,BioCol_0001_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,703954371,Serum Separator Tube 2,Serum Separator Tube 2,BioCol_0002_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,376960806,Serum Separator Tube 3,Serum Separator Tube 3,BioCol_0011_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,232343615,Serum Separator Tube 4,Serum Separator Tube 4,BioCol_0012_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,589588440,Serum Separator Tube 5,Serum Separator Tube 5,BioCol_0021_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,838567176,Heparin Tube 1,Heparin Tube 1,BioCol_0003_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Shipping, Biospecimen Research",No,No,,
819848608,Biospecimen,360770860,Collection,,,958646668,Heparin Tube 2,Heparin Tube 2,BioCol_0013_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,454453939,EDTA Tube 1,EDTA Tube 1,BioCol_0004_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,677469051,EDTA Tube 2,EDTA Tube 2,BioCol_0014_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, BIospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,683613884,EDTA Tube 3,EDTA Tube 3,BioCol_0024_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,652357376,ACD Tube 1,ACD Tube 1,BioCol_0005_v1r0,,N/A,N/A,,N/A,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,825582494,Tube ID,Tube ID,BioCol_TubeID_v1r0,,Char,14,,,,,,,Yes - for any tube where BioCol_TubeCollected_v1r0 equals 1,No,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,3/25/21
819848608,Biospecimen,360770860,Collection,,,787237543,Biohazard Bag scan,Biohazard Bag (Blood or Blood/Urine) ID,BioCol_0008_v1r0,,Char,14,,Example: CXA000001 0001,,,,,"Yes, for any blood or urine tube where tube collected equals 1",,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,
819848608,Biospecimen,360770860,Collection,,,338570265,Additional notes on Collection,Collection notes,BioCol_ColNote1_v1r0,,Char,800,,N/A,,,,,No,No,,,,,"Biospecimen Clinical, Biospecimen Research",No,No,,
819848608,Biospecimen,360770860,Collection,,,678166505,"Date/Time samples collected, automatically populated when next is hit at the end of the Collection Data Entry page prior to reason selection and additional comments.",Collection Date/Time,BioCol_ColTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,"Yes, for any tube where BioCol_TubeCollected_v1r0 equals 1",No,,Note: This is pushed from Epic for the Clinical samples,,,"Biospecimen Clinical, Biospecimen Research",No,No,,
819848608,Biospecimen,360770860,Collection,,,915838974,Autogenerated date/time when scanned at regional lab - automatically populated when next is hit at the end of the Collection Data Entry page prior to reason selection and additional comments.,Date/Time scanned at Regional  Lab,BioReg_ArRegTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if BioReg_AtReg_v1r0 equals 1,No,,ISO to be converted to SAS format,,,Biospecimen Clinical,No,No,,3/26/21
819848608,Biospecimen,360770860,Collection,,,883732523,Select reason tube was not collected,Reason Tube Not Collected,BioCol_NotCol_v1r0,,Num,1,234139565,0 = Short draw,,,,,"Yes, if tube is not collected",No,,,,,"Biospecimen Clinical, Biospecimen Research",No,No,,
,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,,,
,,,,,,,,,,,,,745205161,2 = Participant unable,,,,,,,,,,,,,,,
,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),472864016,Deviation- Broken,Deviation- Broken,BioCol_Dev_v1r0_Broken,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),102695484,Deviation- Centrifuge -  did not clot at least 30 minutes,Deviation- Centrifuge -  did not clot at least 30 minutes,BioCol_Dev_v1r0_ClotS,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),912088602,Deviation- Centrifuge -  clotted for longer than 2 hours,Deviation- Centrifuge -  clotted for longer than 2 hours,BioCol_Dev_v1r0_ClotL,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),861162895,Deviation- Centrifuge - Improper speed/force setting used (too high),Deviation- Centrifuge - Improper speed/force setting used (too high),BioCol_Dev_v1r0_SpeedH,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),561005927,Deviation- Centrifuge - Improper speed/force setting used (too low),Deviation- Centrifuge - Improper speed/force setting used (too low),BioCol_SpeedL_v1r0_SpeedL,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),654002184,Deviation- Centrifuge - improper time of spinning (too long),Deviation- Centrifuge - improper time of spinning (too long),BioCol_Dev_v1r0_TimeL,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),937362785,Deviation- Centrifuge - improper time of spinning (too short),Deviation- Centrifuge - improper time of spinning (too short),BioCol_Dev_v1r0_TimeS,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),635875253,Deviation- Failed/broken gel layer,Deviation- Failed/broken gel layer,BioCol_Dev_v1r0_Gel,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),242307474,Deviation- Hemolyzed,Deviation- Hemolyzed,BioCol_Dev_v1r0_Hemo,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),550088682,Deviation-Improper temperature - too low/frozen (record time and temperature Deviation in the comments),Deviation-Improper temperature - too low/frozen,BioCol_Dev_v1r0_TempL,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),690540566,Deviation- Improper temperature - too high (record time and temperature Deviation in the comments),Deviation- Improper temperature - too high,BioCol_Dev_v1r0_TempH,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),956345366,Deviation - Insufficient volume - not enough volume to transfer to urine tube (discard),Deviation- Insufficient volume,BioCol_Dev_v1r0_UrVol,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),757246707,Deviation- Leaked/spilled,Deviation- Leaked/spilled,BioCol_Dev_v1r0_Leak,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),728366619,Deviation- Low volume - (tube/container partially filled but still usable),Deviation- Low volume - (tube/container partially filled but still usable),BioCol_Dev_v1r0_LowVol,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),806820884,Deviation- Mislabeled,Deviation- Mislabeled,BioCol_Dev_v1r0_Label,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,248868659,Deviation? (Select all that apply),453343022,Deviation- Other,Deviation- Other,BioCol_Dev_v1r0_Other,,Num,1,104430631,0 = No,,,,,Yes if yes to deviation for a specimen and no other deviation selected,No,,Default no,,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,,,762124027,Discard Flag,Discard flag,BioCol_Discard_v1r0,,Num,1,104430631,0 = No,,,,,Autoflag as yes if Deviation-broken equals YES,No,,"Default is no, Autoflag as yes if BioCol_Dev_v1r0_Broken equals YES or if BioCol_Dev_v1r0_Volume equals YES",,,"Biospecimen Clinical, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,,,338286049,Not Collected - Details (Optional),Not Collected Details (Optional),BioCol_NotCollNotes_v1r0,,Char,800,,N/A,,,,,No,No,,"As long as PII isn't included in the notes, do we need to screen for this?",,,"Biospecimen Clinical, Biospecimen Research",No,No,,
819848608,Biospecimen,104913069,Research- Finalization and shipping,,,561681068,Autogenerated date/time stamp for collection of blood sample,Placeholder - Date/time Blood Collected,BioFin_BBTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if BioFin_BaseBloodCol_v1r0 equals 1,No,,ISO to be converted to SAS format,,,"Biospecimen Clinical, Biospecimen Research, Study Manager Data Dictionary",No,No,,3/26/21
819848608,Biospecimen,360770860,Collection,,,536710547,Provide Deviation Details,Deviation Details,BioCol_DeviationNotes_v1r0,,Char,800,,N/A,,,,,No,No,,,,,"Biospecimen Clinical, Biospecimen Research",No,No,,
819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,260133861,Additional Notes (Optional),Additional Notes (Optional),BioRec_NoteOpt_v1r0,,Char,800,,N/A,,,,,No,No,,,,,"Biospecimen Clinical, Biospecimen Research",No,No,,
819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,410912345,Autogenerated flag when review complete - go to shipping,Go to shipping,BioRec_ShipFlag_v1r0,,Num,1,104430631,0=No,,,,,Yes,No,,,,,"Biospecimen Clinical, Biospecimen Research",No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,556788178,Autogenerated date/time when go to shipping,Date/Time go to shipping,BioRec_ShipTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if BioRec_ShipFlag_v1r0 equals 1,No,,ISO to be converted to SAS format,,,"Biospecimen Clinical, Biospecimen Research",No,No,,3/26/21
819848608,Biospecimen,104913069,Research- Finalization and shipping,,,684635302,Baseline Mouthwash Collected,Placeholder- Baseline Mouthwash Collected,BioFin_BaseMouthCol_v1r0,,Num,1,104430631,0=No,,,,,Yes,,,"For display at check-in and check out.  Currently, place holders, but will maintain the Concept IDs when variables are created. These will be derived from other variables in the biospecimen dictionary",,BioCol_TubeCollected_v1r0 equals 1 for tube BioCol_0007v1r0 and BioSpm_Visit_v1r0 equals 0 then BioFin_BaseMouthCol_v1r0 equals 1.,Biospecimen Research,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,104913069,Research- Finalization and shipping,,,448660695,Autogenerated date/time stamp for collection of Mouthwash,Placeholder - Date/time Mouthwash Collected,BioFin_BMTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if BioFin_BaseMouthCol_v1r0 equals 1,No,,ISO to be converted to SAS format,,,Biospecimen Research,No,No,,3/26/21
819848608,Biospecimen,104913069,Research- Finalization and shipping,,,167958071,Baseline Urine Collected,Placeholder- Baseline Urine Collected,BioFin_BaseUrineCol_v1r0,,Num,1,104430631,0=No,,,,,,,,"For display at check-in and check out.  Currently, place holders, but will maintain the Concept IDs when variables are created. These will be derived from other variables in the biospecimen dictionary. Derivation should come from both biospecimen clinical and biospecimen research",,BioCol_TubeCollected_v1r0 equals1 for urine tube (BioCol_0006_v1r0) AND visit equals baseline which is defined as BioSpm_Visit_v1r0 equals 0 then BioFin_BaseUrineCol_v1r0 equals 1,Biospecimen Research,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,104913069,Research- Finalization and shipping,,,847159717,Autogenerated date/time stamp for collection of urine.,Placeholder - Date/time Urine Collected,BioFin_BUTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,,ISO to be converted to SAS format,,,Biospecimen Research,No,No,,3/26/21
819848608,Biospecimen,709264633,Check-In,,,135591601,Check-In Complete,Check-In Complete,BioChk_Complete_v1r0,,Num,1,104430631,0=No,,,,,Yes,No,,Data not currently being stored but needed,,,"Biospecimen Research, Study Manager Data Dictionary",No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
819848608,Biospecimen,709264633,Check-In,,,840048338,Autogenerated date/time stamp for check-in complete.,Date/Time Check-In Complete,BioChk_Time_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if BioChk_Complete_v1r0 equals 1,No,,ISO to be converted to SAS format,,,"Biospecimen Research, Study Manager Data Dictionary",No,No,,3/26/21
819848608,Biospecimen,123496044,Specimen Link,,,951355211,Collection Location,Collection Location,BioSpm_Location_v1r0,,Num,1,777644826,0 = UC-DCAM,,,,,,,,"0 equals Default for UoC, 1 equals Default for Marshfield, 2 equals Alt for Marshfield, 3 equals Default for HealthPartners, 4equals Default for Henry Ford, 5equals Default for Sanford.",,,Biospecimen Research,No,Yes,,
,,,,,,,,,,,,,692275326,1 = Marshfield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,698283667,2 = Lake Hallie,,,,,,,,,,,,,,,
,,,,,,,,,,,,,834825425,3 = HP Research Clinic,,,,,,,,,,,,,,,
,,,,,,,,,,,,,736183094,4 = HFHS Research Clinic (Main Campus),,,,,,,,,,,,,,,
,,,,,,,,,,,,,589224449,5 = SF Cancer Center LL,,,,,,,,,,,,,,,
819848608,Biospecimen,360770860,Collection,,,973670172,Urine Tube 1,Urine,BioCol_0006_v1r0,,N/A,N/A,,N/A,,,,,Yes if marked as Collected,No,,,,,"Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,
