Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
4982,4982,129084651,Survey,716117817,Where You Live and Work,539909957,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_1,,,994632550,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,Other: Please describe,SrvLAW_HomeWtr3Oth_v1r0,HOMEWTR3_1_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
4983,4983,129084651,Survey,716117817,Where You Live and Work,505863509,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_2,,,505863509,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Primary water source,SrvLAW_2PrimaryWater1_v1r0,HOMEWTR1_2,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
4984,4984,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
4985,4985,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
4986,4986,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
4987,4987,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
4988,4988,129084651,Survey,716117817,Where You Live and Work,505863509,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_2,,,441314504,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,Other: Please describe,SrvLAW_HomeWtr1_2_Oth_v1r0,HOMEWTR1_2_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
4989,4989,129084651,Survey,716117817,Where You Live and Work,,,,,,,651233069,Address 2- About how deep [is/was] your private well?,,Deep private well,SrvLAW_DeepPrivWell2_v1r0,HOMEWTR2_2,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
4990,4990,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
4991,4991,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
4992,4992,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
4993,4993,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
4994,4994,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
4995,4995,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
4996,4996,129084651,Survey,716117817,Where You Live and Work,250486386,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_2,,,250486386,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,Primary water source,SrvLAW_2PrimaryWater2_v1r0,HOMEWTR3_2,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
4997,4997,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
4998,4998,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
4999,4999,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
5000,5000,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
5001,5001,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
5002,5002,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5003,5003,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5004,5004,129084651,Survey,716117817,Where You Live and Work,250486386,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_2,,,224594497,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,Other: Please describe,SrvLAW_HomeWtr3_2_Oth_v1r0,HOMEWTR3_2_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
5005,5005,129084651,Survey,716117817,Where You Live and Work,957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_3,,,957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Primary water source,SrvLAW_3PrimaryWater1_v1r0,HOMEWTR1_3,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
5006,5006,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
5007,5007,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
5008,5008,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5009,5009,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5010,5010,129084651,Survey,716117817,Where You Live and Work,957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_3,,,984805254,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,Other: Please describe,SrvLAW_HomeWtr1_3_Oth_v1r0,HOMEWTR1_3_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
5011,5011,129084651,Survey,716117817,Where You Live and Work,,,,,,,809387606,Address 3- About how deep [is/was] your private well?,,Deep private well,SrvLAW_DeepPrivWell3_v1r0,HOMEWTR2_3,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
5012,5012,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
5013,5013,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
5014,5014,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
5015,5015,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
5016,5016,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
5017,5017,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5018,5018,129084651,Survey,716117817,Where You Live and Work,726654963,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_3,,,726654963,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,Primary water source,SrvLAW_3PrimaryWater2_v1r0,HOMEWTR3_3,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
5019,5019,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
5020,5020,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
5021,5021,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
5022,5022,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
5023,5023,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
5024,5024,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5025,5025,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5026,5026,129084651,Survey,716117817,Where You Live and Work,726654963,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_3,,,276249147,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,Other: Please describe,SrvLAW_HomeWtr3_3_Oth_v1r0,HOMEWTR3_3_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
5027,5027,129084651,Survey,716117817,Where You Live and Work,195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_4,,,195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Primary water source,SrvLAW_4PrimaryWater1_v1r0,HOMEWTR1_4,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
5028,5028,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
5029,5029,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
5030,5030,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5031,5031,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5032,5032,129084651,Survey,716117817,Where You Live and Work,195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_4,,,300611347,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,Other: Please describe,SrvLAW_HomeWtr1_4_Oth_v1r0,HOMEWTR1_4_OTH,Char,300,,N/A,,No,No,,,,,,3/10/22,,,
5033,5033,129084651,Survey,716117817,Where You Live and Work,,,,,,,428044531,Address 4- About how deep [is/was] your private well?,,Deep private well,SrvLAW_DeepPrivWell4_v1r0,HOMEWTR2_4,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
5034,5034,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
5035,5035,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
5036,5036,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
5037,5037,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
5038,5038,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
5039,5039,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5040,5040,129084651,Survey,716117817,Where You Live and Work,934184033,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_4,,,934184033,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,Primary water source,SrvLAW_4PrimaryWater2_v1r0,HOMEWTR3_4,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
5041,5041,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
5042,5042,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
5043,5043,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
5044,5044,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
5045,5045,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
5046,5046,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5047,5047,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5048,5048,129084651,Survey,716117817,Where You Live and Work,934184033,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_4,,,675539614,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,Other: Please describe,SrvLAW_HomeWtr3_4_Oth_v1r0,HOMEWTR3_4_OTH,,300,,N/A,,No,No,,,,,,3/10/22,,,
5049,5049,129084651,Survey,716117817,Where You Live and Work,986989731,Address 5- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_5,,,986989731,Address 5- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Primary water source,SrvLAW_5PrimaryWater1_v1r0,HOMEWTR1_5,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
5050,5050,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
5051,5051,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
5052,5052,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5053,5053,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5054,5054,129084651,Survey,716117817,Where You Live and Work,986989731,Address 5- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_5,,,431488717,Address 5- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,Other: Please describe,SrvLAW_HomeWtr1_5_Oth_v1r0,HOMEWTR1_5_OTH,,300,,N/A,,No,No,,,,,,3/10/22,,,
5055,5055,129084651,Survey,716117817,Where You Live and Work,,,,,,,441498892,Address 5- About how deep [is/was] your private well?,,Deep private well,SrvLAW_DeepPrivWell5_v1r0,HOMEWTR2_5,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
5056,5056,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
5057,5057,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
5058,5058,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
5059,5059,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
5060,5060,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
5061,5061,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5062,5062,129084651,Survey,716117817,Where You Live and Work,508187475,"Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_5,,,508187475,"Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,Primary water source,SrvLAW_5PrimaryWater2_v1r0,HOMEWTR3_5,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
5063,5063,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
5064,5064,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
5065,5065,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
5066,5066,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
5067,5067,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
5068,5068,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5069,5069,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5070,5070,129084651,Survey,716117817,Where You Live and Work,508187475,"Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_5,,,209510432,"Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,Other: Please describe,SrvLAW_HomeWtr3_5_Oth_v1r0,HOMEWTR3_5_OTH,,300,,N/A,,No,No,,,,,,3/10/22,,,
5071,5071,129084651,Survey,716117817,Where You Live and Work,665978055,Address 6- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_6,,,665978055,Address 6- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Primary water source,SrvLAW_6PrimaryWater1_v1r0,HOMEWTR1_6,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
5072,5072,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
5073,5073,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
5074,5074,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5075,5075,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5076,5076,129084651,Survey,716117817,Where You Live and Work,665978055,Address 6- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_6,,,513925041,Address 6- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,Other: Please describe,SrvLAW_HomeWtr1_6_Oth_v1r0,HOMEWTR1_6_OTH,,300,,N/A,,No,No,,,,,,3/10/22,,,
5077,5077,129084651,Survey,716117817,Where You Live and Work,,,,,,,113557709,Address 6- About how deep [is/was] your private well?,,Deep private well,SrvLAW_DeepPrivWell6_v1r0,HOMEWTR2_6,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
5078,5078,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
5079,5079,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
5080,5080,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
5081,5081,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
5082,5082,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
5083,5083,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5084,5084,129084651,Survey,716117817,Where You Live and Work,933017499,"Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_6,,,933017499,"Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,Primary water source,SrvLAW_6PrimaryWater2_v1r0,HOMEWTR3_6,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
5085,5085,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
5086,5086,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
5087,5087,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
5088,5088,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
5089,5089,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
5090,5090,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5091,5091,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5092,5092,129084651,Survey,716117817,Where You Live and Work,933017499,"Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_6,,,980497607,"Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,Other: Please describe,SrvLAW_HomeWtr3_6_Oth_v1r0,HOMEWTR3_6_OTH,,300,,N/A,,No,No,,,,,,3/10/22,,,
5093,5093,129084651,Survey,716117817,Where You Live and Work,386487941,Address 7- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_7,,,386487941,Address 7- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Primary water source,SrvLAW_7PrimaryWater1_v1r0,HOMEWTR1_7,Num,1,901693169,0= A public or municipal water supply,,No,No,,,,,,3/10/22,,,
5094,5094,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,
5095,5095,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,
5096,5096,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
5097,5097,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5098,5098,129084651,Survey,716117817,Where You Live and Work,386487941,Address 7- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,HOMEWTR1_7,,,527558834,Address 7- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,Other: Please describe,SrvLAW_HomeWtr1_7_Oth_v1r0,HOMEWTR1_7_OTH,,300,,N/A,,No,No,,,,,,3/10/22,,,
5099,5099,129084651,Survey,716117817,Where You Live and Work,,,,,,,268661616,Address 7- About how deep [is/was] your private well?,,Deep private well,SrvLAW_DeepPrivWell7_v1r0,HOMEWTR2_7,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,
5100,5100,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,
5101,5101,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,
5102,5102,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,
5103,5103,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,
5104,5104,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,
5105,5105,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,
5106,5106,129084651,Survey,716117817,Where You Live and Work,494698740,"Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,HOMEWTR3_7,,,494698740,"Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,Primary water source,SrvLAW_7PrimaryWater2_v1r0,HOMEWTR3_7,Num,1,123108471,0= Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,3/10/22,,,
5107,5107,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,
5108,5108,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,
5109,5109,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,
5110,5110,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,
5111,5111,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,
5112,5112,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
