Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
5368,5368,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",378254382,How old were you when you started smoking a combination of cannabis with tobacco on a regular basis?,,Age first used marijana with tobacco on a regular basis,TOMAR3,Revised,,378254382,Age first used cannabis with tobacco on a regular basis,,Age first used marijana with tobacco on a regular basis,"Age first used marijana with tobacco on a regular basis, Never used",SrvSAS_NeverSmokeReg_v2r1,TOMAR3,Num,2,648960871,44 = Never,,,,,,,,,11/23/2021; 10/4/2024,,,,Updated question and response text
5369,5369,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,891825638,Do you smoke a combination of cannabis with tobacco now?,,Do you smoke a combination of marijuana with tobacco now?,Use marijana with tobacco now,SrvSAS_UseTobMJNow_v2r0,TOMAR4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/2021; 10/4/2024,,,,Updated question and response text
5370,5370,,,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,,
5371,5371,,,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,,
5372,5372,,,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,,
5373,5373,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,444759994,When was the last time you smoked a combination of cannabis with tobacco?,,When was the last time you smoked a combination of marijuana with tobacco?,Last use marijana with tobacco,SrvSAS_LastUseTobMJ_v2r0,TOMAR5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/2021; 10/4/2024,,,,Updated question text
5374,5374,,,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,,
5375,5375,,,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,,
5376,5376,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,746817928,On how many of the past 30 days have you smoked a combination of cannabis with tobacco?,,On how many of the past 30 days have you smoked a combination of marijuana with tobacco?,Days used marijana with tobacco past 30 days,SrvSAS_DaysUseTobMJ_v2r1,TOMAR6,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/29/2023; 10/4/2024,,,,Updated question and response text
5377,5377,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,992757226,How many months ago did you last smoke a combination of cannabis with tobacco?,,How many months ago did you last smoke a combination of marijuana with tobacco?,Months ago last used marijana with tobacco,SrvSAS_TobMJUseMo_v2r1,TOMAR7A,Num,2,,N/A,,No,No,Range check min=1 max=11,,,,,8/29/2023; 10/4/2024,,,,Updated question and response text
5378,5378,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Deprecated,8/29/22,175568583,"Month - During that time, did you ever smoke a combination of marijuana with tobacco every day?",,,"Use marijana with tobacco every day, months",SrvSAS_TobMJEDUseMo_v1r0,TOMAR7B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,,Denoted date deprecated in prod
5379,5379,,,,,,,,,,Deprecated,8/29/22,,,,,,,,,,353358909,1 = Yes,,,,,,,,,5/25/23,,,,Denoted as deprecated
5380,5380,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Deprecated,8/29/22,847277590,"Month- During that time, how many days (1 to 30) did you smoke a combination of marijuana with tobacco in a usual month?",,,"How many days used marijana with tobacco, usual month",SrvSAS_NumDaysTobMJ_v1r0,TOMAR7C,Num,2,,N/A,,No,No,,,,,,2/2/23,,,,Denoted date deprecated in prod
5381,5381,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,405178123,How old were you when you last smoked a combination of cannabis with tobacco?,,How old were you when you last smoked a combination of marijuana with tobacco?,Age last used marijana with tobacco,SrvSAS_AgeLastUseTobMJ_v2r1,TOMAR8,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_628818510,D_140848765),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text
5382,5382,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,1/18/23,698314386,"Age last used - During the time you last smoked a combination of cannabis with tobacco, did you smoke every day?","Age last used - During the time you last smoked a combination of marijuana with tobacco, did you smoke every day?","Age last used - During that time, did you smoke a combination of marijuana with tobacco every day?","Use marijana with tobacco every day, age last used",SrvSAS_UseTobMJED_v3r0,TOMAR8C,Num,1,104430631,0 = No,,No,No,v2 revision pushed to production on 1/18/23,,,,,2/2/2023; 10/4/2024,,,,Denoted date revised variable pushed to prod. Updated v3 question text
5383,5383,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5384,5384,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,363377579,"Age last used- During that time, how many days (1 to 30) did you smoke a combination of cannabis with tobacco in a usual month?",,"Age last used- During that time, how many days (1 to 30) did you smoke a combination of marijuana with tobacco in a usual month?","How many days used marijana with tobacco, age last used",SrvSAS_NumDaysTobMJUse_v1r1,TOMAR8D,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text
5385,5385,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,964154290,"On days that you [smoke/smoked], how many times [do/did] you smoke a combination of cannabis with tobacco per day?",,"On days that you [smoke/smoked], how many marijana with tobacco [do/did] you smoke per day? Please provide the number of marijana with tobacco, not the number of packs.",Number of marijana with tobacco per day,SrvSAS_NumTobMJ_v1r1,TOMAR9A,Num,2,,N/A,,No,No,Range check min=1 max=999,,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text
5386,5386,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,1/18/23,171050898,"Now thinking about your entire life, did you ever smoke a combination of cannabis with tobacco every day?","Now thinking about your entire life, did you ever smoke marijana with tobacco every day?",Did you ever smoke marijana with tobacco every day?,Ever use marijana with tobacco every day,SrvSAS_EverUseTobMJED_v3r0,TOMAR9B,Num,1,104430631,0 = No,,No,No,v2 revision pushed to production on 1/18/2024,,,,,2/2/2023; 11/5/2024,,,,Denoted date revised variable pushed to prod. Updated v3 question text
5387,5387,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5388,5388,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,606675249,How old were you when you stopped smoking a combination of cannabis with tobacco every day?,,How old were you when you stopped smoking a combination of marijuana with tobacco every day?,Age stopped using marijana with tobacco every day,SrvSAS_AgeStopTobMJED_v2r1,TOMAR9D,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_628818510,D_140848765),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text
5389,5389,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,411960217,"When you were a daily smoker of a combination of cannabis with tobacco, about how many times per day did you smoke a combination of cannabis with tobacco?",,"When you were a daily smoker of a combination of marijuana with tobacco, about how many times per day did you smoke a combination of marijuana with tobacco?","When daily user, number of marijana with tobacco per day",SrvSAS_NumTobMJPerDay_v2r1,TOMAR9C,Num,2,,N/A,,No,No,,,,,,12/6/2021; 11/5/2024,,,,Updated question text and response text.
5390,5390,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",755923078,Why [do/did] you smoke a combination of cannabis with tobacco?,,Why [do/did] you smoke a combination of marijuana with tobacco?,TOMAR10,Revised,,755923078,Why [do/did] you smoke a combination of cannabis with tobacco?,,Why [do/did] you smoke a combination of marijuana with tobacco?,Why smoke marijuana,SrvSAS_WhySmokeTobMJ_v2r0,TOMAR10,Num,2,437269318,0= Recreation,,No,No,,,,,,11/23/2021; 10/4/2024,,,,Updated question text.
5391,5391,,,,,,,,,,,,,,,,,,,,,838317013,1= As medicine,,,,,,,,,,,,,
5392,5392,,,,,,,,,,,,,,,,,,,,,585672584,2= Recreation and as medicine,,,,,,,,,,,,,
5393,5393,,,,,,,,,,,,,,,,,,,,,807835037,55 =  Other |__|,,,,,,,,,,,,,
5394,5394,,,,,,,,,,,,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,,,
5395,5395,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",755923078,Why [do/did] you smoke a combination of cannabis with tobacco?,,Why [do/did] you smoke a combination of marijuana with tobacco?,TOMAR10,Revised,,459020144,Why [do/did] you smoke a combination of cannabis with tobacco? Other: Please describe text box,,Why [do/did] you smoke a combination of marijuana with tobacco? Other: Please describe text box,Why [do/did] you smoke a combination of marijuana with tobacco - Descriptive,SrvSAS_WhyTobMJOth_v2r0,TOMAR10OTH,Char,,,,,No,No,,,,,,11/23/2021; 10/4/2024,,,,Updated question text.
5396,5396,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,381268397,"On days that you smoked when you were age [X] to age [Y / 17], about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X] to age [Y / 17], about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, Age [X] to age [Y / 17]",SrvSAS_TmUseTobMJ17_v2r1,TOMARLIFEA,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5397,5397,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,723763329,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, Age [X / 18] to age [Y / 24]",SrvSAS_TmUseTobMJ1824_v2r1,TOMARLIFEB,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5398,5398,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,724990284,"On days that you smoked when you were age [X / 25] to age [Y / 29], about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X / 25] to age [Y / 29], about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, [X / 25] to age [Y / 29]",SrvSAS_TmUseTobMJ2529_v2r1,TOMARLIFEC,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5399,5399,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,383748300,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, [X / 30] to age [Y / 39 / current age]",SrvSAS_TmUseTobMJ3039_v2r1,TOMARLIFED,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5400,5400,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,199612020,"On days that you smoked when you were age [X / 40] to age [Y / 49 / current age], about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X / 40] to age [Y / 49 / current age], about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, [X / 40] to age [Y / 49 / current age]",SrvSAS_TmUseTobMJ4049_v2r1,TOMARLIFEE,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5401,5401,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,755298453,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, [X / 50] to age [Y / 59 / current age]",SrvSAS_TmUseTobMJ5059_v2r1,TOMARLIFEF,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5402,5402,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,777877159,"On days that you smoked when you were age [X / 60] to age [Y / 69 / current age], about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X / 60] to age [Y / 69 / current age], about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, [X / 60] to age [Y / 69 / current age]",SrvSAS_TmUseTobMJ6069_v2r1,TOMARLIFEG,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5403,5403,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,680697711,"On days that you smoked when you were age [X / 70] and older, about how many times did you smoke a combination of cannabis with tobacco per day?",,"On days that you smoked when you were age [X / 70] and older, about how many times did you smoke a combination of marijuana with tobacco per day?","How many times marijana with tobacco used, [X / 70] and older",SrvSAS_TmUseTobMJ70_v2r1,TOMARLIFEH,Num,2,,N/A,,No,No,Range check min=0 max=99 (min=1 before Jan 2024 prod push). Revision pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text
5404,5404,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,325229459,How many days have you used an electronic delivery device for vaping cannabis in your life?,,How many days have you used an electronic delivery device for vaping marijuana in your life?,How many days used electronic marijuana delivery devices used in life,SrvSAS_DaysUseEMJDev_v2r0,ELMAR1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/2021; 10/4/2024,,,,Updated question text
5405,5405,,,,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,,,
5406,5406,,,,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,,,
5407,5407,,,,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,,,
5408,5408,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,116510981,How old were you when you first vaped cannabis?,,How old were you when you first used an electronic delivery device for vaping marijuana?,Age first used electronic marijuana delivery devices,SrvSAS_AgeUseEMJDevF_v2r1,ELMAR2,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text.
5409,5409,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",942945860,How old were you when you started vaping cannabis on a regular basis?,,Age first used electronic marijuana delivery devices on a regular basis,ELMAR3,Revised,,742716427,Age started vaping cannabis on a regular basis number,,Age first used electronic marijuana delivery devices on a regular basis number,Age first used electronic marijuana delivery devices on a regular basis,SrvSAS_AgeEMJDevReg_v2r1,REGELMAR_AGE,Num,2,,N/A,,No,No,"Range check min=isDefined(D_116510981,0) max=sum(isDefined(D_150344905,age),1)",,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text.
5410,5410,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",942945860,How old were you when you started vaping cannabis on a regular basis?,,Age first used electronic marijuana delivery devices on a regular basis,ELMAR3,Revised,,942945860,How old were you when you started vaping cannabis on a regular basis?,,Age first used electronic marijuana delivery devices on a regular basis,"Age first used electronic marijuana delivery devices on a regular basis, Never used",SrvSAS_NeverEMJDev_v2r1,ELMAR3,Num,2,648960871,44 = Never,,,,,,,,,3/7/2022; 10/4/2024,,,,Updated question and response text.
5411,5411,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,521073718,Do you vape cannabis now?,,Do you use electronic marijuana delivery devices for vaping now?,Use electronic marijuana delivery devices now,SrvSAS_UseEMJDevNow_v2r0,ELMAR4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/2021; 10/4/2024,,,,Updated question and response text.
5412,5412,,,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,,
5413,5413,,,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,,
5414,5414,,,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,,
5415,5415,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,859228803,When was the last time you vaped cannabis?,,When was the last time you used electronic marijuana delivery devices that can be vaped?,Last used electronic marijuana delivery devices,SrvSAS_UseEMJDevL_v2r0,ELMAR5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/2021; 10/4/2024,,,,Updated question text
5416,5416,,,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,,
5417,5417,,,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,,
5418,5418,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,589885595,On how many of the past 30 days have you vaped cannabis?,,On how many of the past 30 days have you used electronic marijuana delivery devices that can be vaped?,Days used electronic marijuana delivery devices past 30 days,SrvSAS_UseEMJDev30_v2r1,ELMAR6,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text.
5419,5419,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,659140794,How many months ago did you last vape cannabis?,,How many months ago did you last use electronic marijuana delivery devices that can be vaped?,Months ago last used electronic marijuana delivery devices,SrvSAS_UseEMJDevMo_v2r1,ELMAR7A,Num,2,,N/A,,No,No,Range check min=1 max=11,,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text.
5420,5420,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Deprecated,8/29/22,694261722,"Month - During that time, did you ever use electronic marijuana delivery devices that can be vaped every day?",,,"Use electronic marijuana delivery devices every day, months",SrvSAS_UseEMJDevED_v1r0,ELMAR7B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,,Denoted date deprecated in prod
5421,5421,,,,,,,,,,Deprecated,8/29/22,,,,,,,,,,353358909,1 = Yes,,,,,,,,,5/25/23,,,,Denoted as deprecated
5422,5422,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Deprecated,8/29/22,592957464,"Month- During that time, how many days (1 to 30) did you use electronic marijuana delivery devices that can be vaped in a usual month?",,,"How many days used electronic marijuana delivery devices, usual month",SrvSAS_UseEMJDevDays_v1r0,ELMAR7C,Num,2,,N/A,,No,No,,,,,,2/2/23,,,,Denoted date deprecated in prod
5423,5423,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,445187084,How old were you when you last vaped cannabis?,,How old were you when you last used electronic marijuana delivery devices that can be vaped?,Age last used electronic marijuana delivery devices,SrvSAS_AgeUseEMJDevL_v2r1,ELMAR8,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_742716427,D_116510981),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text.
5424,5424,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,1/18/23,142164107,"Age last used - During the time you last vaped cannabis, did you use it every day?","Age last used - During the time you last used electronic marijuana delivery devices that can be vaped, did you use them every day?","Age last used - During that time, did you use electronic marijuana delivery devices every day?","Use electronic marijuana delivery devices every day, age last used",SrvSAS_UseEMJDevEDL_v3r0,ELMAR8C,Num,1,104430631,0 = No,,No,No,v2 revision pushed to production on 1/18/2024,,,,,2/2/2023; 10/4/2024,,,,Denoted date revised variable pushed to prod. Updated question text
5425,5425,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5426,5426,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,695423703,"During that time, how many days (1 to 30) did you vape cannabis in a usual month?",,"During that time, how many days (1 to 30) did you use electronic marijuana delivery devices that can be vaped in a usual month","How many days used  electronic marijuana delivery devices, age last used",SrvSAS_UseEMJDevDayNum_v2r1,ELMAR8D,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text.
5427,5427,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,816891201,"On days that you [vape/vaped] cannabis, what is the total amount of time you [vape/vaped] per day?",,"On days that you [use/used] electronic marijuana delivery devices that can be vaped, what is the total amount of time you [vape/vaped] per day?",Total amount of time used electronic marijuana delivery devices per day,SrvSAS_TotTmUsedEMJDev_v2r0,ELMAR9A,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/2022; 10/4/2024,,,,Updated question text
5428,5428,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5429,5429,,,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,,
5430,5430,,,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,,
5431,5431,,,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,,
5432,5432,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,1/18/23,177252178,"Now thinking about your entire life, did you ever vape cannabis every day?","Now thinking about your entire life, did you ever use electronic marijuana delivery devices that can be vaped every day?",Did you ever use electronic marijuana delivery devices that can be vaped every day?,Ever use electronic marijuana delivery devices every day,SrvSAS_EMJDevEveryDay_v3r0,ELMAR9B,Num,1,104430631,0 = No,,No,No,v2 revision pushed to production on 1/18/2024,,,,,2/2/2023; 10/4/2024,,,,Denoted date revised variable pushed to prod. Updated question text
5433,5433,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5434,5434,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,116014097,How old were you when you stopped vaping cannabis every day?,,How old were you when you stopped using electronic marijuana delivery devices that be vaped every day?,Age stopped using electronic marijuana delivery devices every day,SrvSAS_AgeStopEMJDev_v2r1,ELMAR9D,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_742716427,D_116510981),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/29/2023; 10/4/2024,,,,Added range check to Notes. Updated question and response text.
5435,5435,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,,562595294,"When you were vaping cannabis daily, what is the total amount of time you vaped per day?",,"When you were a daily user of electronic marijuana delivery devices that can be vaped, what is the total amount of time you vaped per day?",Total amount of time used electronic marijuana delivery devices per day when daily user,SrvSAS_TotTmEMJDaily_v2r0,ELMAR9C,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/2022; 10/4/2024,,,,Updated question text
5436,5436,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5437,5437,,,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,,
5438,5438,,,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,,
5439,5439,,,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,,
5440,5440,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",268240612,Why [do/did] you vape cannabis?,,Why [do/did] you use electronic marijuana delivery devices that can be vaped?,ELMAR10,Revised,,268240612,Why [do/did] you vape cannabis?,,Why [do/did] you use electronic marijuana delivery devices that can be vaped?,Why use electronic marijuana delivery devices that can be vaped,SrvSAS_WhyUseEMJDev_v2r0,ELMAR10,Num,2,437269318,0= Recreation,,No,No,,,,,,11/23/2021; 10/4/2024,,,,Updated source question and question text
5441,5441,,,,,,,,,,,,,,,,,,,,,838317013,1= As medicine,,,,,,,,,,,,,
5442,5442,,,,,,,,,,,,,,,,,,,,,585672584,2= Recreation and as medicine,,,,,,,,,,,,,
5443,5443,,,,,,,,,,,,,,,,,,,,,807835037,55 =  Other |__|,,,,,,,,,,,,,
5444,5444,,,,,,,,,,,,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,,,
5445,5445,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",268240612,Why [do/did] you vape cannabis?,,Why [do/did] you use electronic marijuana delivery devices that can be vaped?,ELMAR10,Revised,,531654334,Why [do/did] vape cannabis? Other: Please describe text box,,Why [do/did] you use electronic marijuana delivery devices that can be vaped? Other: Please describe text box,Why [do/did] you use electronic marijuana delivery devices that can be vaped - Descriptive,SrvSAS_WhyUseEMJDevOth_v2r0,ELMAR10OTH,Char,,,N/A,,No,No,,,,,,11/23/2021; 10/4/2024,,,,Updated source question and question text
5446,5446,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,Revised,2/2/24,446121108,"On days that you vaped cannabis when you were age [X] to age [Y / 17], what is the total amount of time you vaped per day?",,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X] to age [Y / 17], what is the total amount of time you used them per day?","How much time electronic marijuana delivery devices used, Age [X] to age [Y / 17]",SrvSAS_EMJDevTm17_v2r2,ELMARLIFEA,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date.  Updated question text and response text.
5447,5447,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5448,5448,,,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,,
5449,5449,,,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,,
5450,5450,,,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,,
5451,5451,,,,,,,,,,Revised,2/2/24,,,,,,,,,,352316035,5 = Didn't vape cannabis during this time,,,,New response pushed to production on 2/2/2024,,,,,2/28/2024; 10/4/2024,,,,Added Prod Push Date. Updated response wording
