Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
5649,5649,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5650,5650,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5651,5651,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,429531329,"On the days that you did these moderate outdoor chores (such as weeding, raking, or mowing the lawn) outside of work, about how much time per day did you spend doing these chores?",,,Time/Day - Mod Outdoor Chores,SrvMRE_ModChoreTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if LAWN1=0,,,,,2/28/22,,,,
5652,5652,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5653,5653,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5654,5654,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5655,5655,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5656,5656,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5657,5657,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5658,5658,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,888313306,"During the season[s] in the past 12 months that you did vigorous outdoor chores (such as digging, carrying lumber, or snow shoveling), about how often did you do these chores outside of work?",,,# Days - Vigorous Outdoor Chores,SrvMRE_VigChoreOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if LAWN1=1,,,,,11/15/21,,,,
5659,5659,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5660,5660,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5661,5661,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5662,5662,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5663,5663,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5664,5664,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,644018981,"On the days that you did these vigorous outdoor chores (such as digging, carrying lumber, or snow shoveling) outside of work, about how much time per day did you spend doing these chores?",,,Time/Day - Vigorous Outdoor Chores,SrvMRE_VigChoreTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if LAWN1=1,,,,,2/28/22,,,,
5665,5665,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5666,5666,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5667,5667,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5668,5668,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5669,5669,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5670,5670,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5671,5671,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,352531133,"During the season[s] in the past 12 months that you did home repairs (such as painting, plumbing, or replacing carpeting), about how often did you do these chores outside of work?",,,# Days - Home Repairs,SrvMRE_HRepairOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if LAWN1=2,,,,,11/15/21,,,,
5672,5672,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5673,5673,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5674,5674,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5675,5675,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5676,5676,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5677,5677,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,267261558,"On the days that you did these home repairs (such as painting, plumbing, or replacing carpeting) outside of work, about how much time per day did you spend doing these chores?",,,Time/Day - Home Repairs,SrvMRE_HRepairHome_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if LAWN1=2,,,,,2/28/22,,,,
5678,5678,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5679,5679,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5680,5680,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5681,5681,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5682,5682,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5683,5683,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5684,5684,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,904954920,Walk or hike for exercise,,,Walk/Hike,SrvMRE_WalkHike_v1r0,FALSE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5685,5685,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5686,5686,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,619501806,Jog or run,,,Jog/Run,SrvMRE_JogRun_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5687,5687,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5688,5688,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,203192394,"Play tennis, squash, or racquetball",,,Tennis/Squash/Racquetball,SrvMRE_Tennis_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5689,5689,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5690,5690,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,261267696,Play golf,,,Golf,SrvMRE_PlayGolf_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5691,5691,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5692,5692,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,926584500,Swim laps,,,Swim Laps,SrvMRE_SwimLaps_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5693,5693,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5694,5694,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,420058896,Ride a bicycle (including a stationary bike,,,Bike Riding,SrvMRE_BikeRide_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5695,5695,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5696,5696,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,868685663,"Strengthening exercises such as weightlifting, using weight machines, or calisthenics (such as sit-ups or push-ups)",,,Strength Exercises/Calisthenics,SrvMRE_Strengthening_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5697,5697,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5698,5698,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,760484278,"Yoga, Pilates, or Tai Chi",,,Yoga/Pilates/Tai Chi,SrvMRE_Yoga_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5699,5699,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5700,5700,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,345916806,Martial Arts (such as Karate or Judo),,,Martial Arts,SrvMRE_MartialArts_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5701,5701,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5702,5702,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,936042582,Dance,,,Dance,SrvMRE_Dance_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5703,5703,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5704,5704,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,182827107,Downhill ski or snowboard,,,Downhill Ski/Snowboard,SrvMRE_DownhillSki_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5705,5705,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5706,5706,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,734860227,Cross-country ski,,,Cross-country Ski,SrvMRE_CrossCountry_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5707,5707,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5708,5708,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,371531887,Surf or bodyboard,,,Surf/Bodyboard,SrvMRE_Surf_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5709,5709,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5710,5710,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,423631576,High-intensity circuit training (such P90x or Crossfit),,,High-intensity Circuit Training,SrvMRE_HICT_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5711,5711,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5712,5712,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,181769837,Other,,,Oth Exercise,SrvMRE_OtherExercise_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,,,,,
5713,5713,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5714,5714,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",517976064,"During the past 12 months, did you do any of these exercise or recreational activities? Select all that apply.",,,,,,535003378,None of the above,,,None,SrvMRE_NoExercise_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,,,,10/8/21,,,,
5715,5715,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
5716,5716,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,267122668,"During the season[s] in the past 12 months that you walked or hiked for exercise, about how often did you do this activity?",,,Last 12 Mons - Walk/Hike,SrvMRE_WalkHikeOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=0,,,,,11/15/21,,,,
5717,5717,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5718,5718,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5719,5719,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5720,5720,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5721,5721,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5722,5722,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,901660173,"On the days that you walked or hiked for exercise, about how much time per day did you spend doing this activity?",,,Time/Day - Walk/Hike,SrvMRE_WalkHikeTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=0,,,,,2/28/22,,,,
5723,5723,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5724,5724,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5725,5725,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5726,5726,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5727,5727,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5728,5728,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5729,5729,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,953510929,"During the season[s] in the past 12 months that you went jogging or running, about how often did you do this activity?",,,Last 12 Mons - Jog/Run,SrvMRE_JogRunOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=1,,,,,11/15/21,,,,
5730,5730,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5731,5731,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5732,5732,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5733,5733,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5734,5734,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5735,5735,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,422260069,"On the days that you went jogging or running, about how much time per day did you spend doing this activity?",,,Time/Day - Jog/Run,SrvMRE_JogRunTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=1,,,,,2/28/22,,,,
5736,5736,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5737,5737,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5738,5738,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5739,5739,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5740,5740,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5741,5741,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5742,5742,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,411788467,"During the season[s] in the past 12 months that you played tennis, squash, or racquetball, about how often did you do this activity?",,,Last 12 Mons - Tennis/Squash/Racquetball,SrvMRE_TennisOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=2,,,,,11/15/21,,,,
5743,5743,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5744,5744,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5745,5745,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5746,5746,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5747,5747,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5748,5748,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,141251197,"On the days that you played tennis, squash, or racquetball, about how much time per day did you spend doing this activity?",,,Time/Day - Tennis/Squash/Racquetball,SrvMRE_TennisTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=2,,,,,2/28/22,,,,
5749,5749,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5750,5750,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5751,5751,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5752,5752,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5753,5753,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5754,5754,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5755,5755,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,184448791,"During the season[s] in the past 12 months that you played golf, about how often did you do this activity?",,,Last 12 Mons - Golf,SrvMRE_GolfOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=3,,,,,11/15/21,,,,
5756,5756,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5757,5757,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5758,5758,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5759,5759,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5760,5760,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5761,5761,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,768302347,"On the days that you played golf, about how much time per day did you spend doing this activity?",,,Time/Day - Golf,SrvMRE_GolfTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=3,,,,,2/28/22,,,,
5762,5762,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5763,5763,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5764,5764,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5765,5765,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5766,5766,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5767,5767,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5768,5768,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,944699052,"During the season[s] in the past 12 months that you swam laps, about how often did you do this activity?",,,Last 12 Mons - Swam Laps,SrvMRE_SwimLapsOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=4,,,,,11/15/21,,,,
5769,5769,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5770,5770,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5771,5771,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5772,5772,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5773,5773,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5774,5774,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,658018390,"On the days that you swam laps, about how much time per day did you spend doing this activity?",,,Time/Day - Swam Laps,SrvMRE_SwimLapsTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=4,,,,,2/28/22,,,,
5775,5775,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5776,5776,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5777,5777,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5778,5778,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5779,5779,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5780,5780,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5781,5781,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,849399881,"During the season[s] in the past 12 months that you rode a bicycle (including a stationary bike), about how often did you do this activity?",,,Last 12 Mons - Bike Riding,SrvMRE_BikeOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=5,,,,,11/15/21,,,,
5782,5782,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5783,5783,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5784,5784,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5785,5785,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5786,5786,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5787,5787,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,406846149,"On the days that you rode a bicycle (including a stationary bike), about how much time per day did you spend doing this activity?",,,Time/Day - Bike Riding,SrvMRE_BikeTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=5,,,,,2/28/22,,,,
5788,5788,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5789,5789,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5790,5790,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5791,5791,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5792,5792,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5793,5793,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5794,5794,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,689956879,"During the season[s] in the past 12 months that you did strengthening exercises such as weightlifting, using weight machines, or calisthenics (such as sit-ups or push-ups), about how often did you do this activity?",,,Last 12 Mons - Strength Exercises/Calisthenics,SrvMRE_StrengthOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=6,,,,,11/15/21,,,,
5795,5795,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5796,5796,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5797,5797,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5798,5798,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5799,5799,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5800,5800,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,725713485,"On the days that you did strengthening exercises such as weightlifting, using weight machines, or calisthenics (such as sit-ups or push-ups), about how much time per day did you spend doing this activity?",,,Time/Day - Strength Exercises/Calisthenics,SrvMRE_StrengthTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=6,,,,,2/28/22,,,,
5801,5801,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5802,5802,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
5803,5803,,,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,,
5804,5804,,,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,,
5805,5805,,,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,,
5806,5806,,,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,,
5807,5807,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,255761998,"During the season[s] in the past 12 months that you did Yoga, Pilates, or Tai Chi, about how often did you do this activity?",,,Last 12 Mons - Yoga/Pilates/Tai Chi,SrvMRE_YogaOften_v1r0,,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=7,,,,,11/15/21,,,,
5808,5808,,,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,,
5809,5809,,,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,,
5810,5810,,,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,,
5811,5811,,,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,,
5812,5812,,,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,,
5813,5813,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,,571361258,"On the days that you did Yoga, Pilates, or Tai Chi, about how much time per day did you spend doing this activity?",,,Time/Day - Yoga/Pilates/Tai Chi,SrvMRE_YogaTime_v1r0,,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=7,,,,,2/28/22,,,,
5814,5814,,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,,
5815,5815,,,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,,
