Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
4688,4688,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,680730257,"[H/When you were a shift worker, h]ow flexible [is/was] your work shift schedule?",,,Flexible Work Shift,SrvMRE_FlexibleShift_v1r0,SHIFTWORK8,Num,2,719954633,0= Extremely flexible,,No,No,,,,,,6/22/21,,,
4689,4689,,,,,,,,,,,,,,,,,,,,764708931,1= Very flexible,,,,,,,,,,,,
4690,4690,,,,,,,,,,,,,,,,,,,,988873962,2= Somewhat flexible,,,,,,,,,,,,
4691,4691,,,,,,,,,,,,,,,,,,,,929148006,3= A little flexible,,,,,,,,,,,,
4692,4692,,,,,,,,,,,,,,,,,,,,490796638,4= Not at all flexible,,,,,,,,,,,,
4693,4693,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,392874924,How many total years [did/have] you work as a shift worker?,,,Yrs Shift Worker,SrvMRE_ShiftYears_v1r0,SHIFTWORK9,Num,2,,,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4694,4694,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",199254974,How old were you when you last worked as a shift worker?,,SHIFTWORK10,,,863007380,Age last shift work,,,Age Last Worked Shift Work,SrvMRE_ShiftLastAge_v1r0,ShiftLastAge,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4695,4695,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",199254974,How old were you when you last worked as a shift worker?,,SHIFTWORK10,,,120485458,Year last shift work,,,Yr Last Worked Shift Work,SrvMRE_ShiftLastYear_v1r0,ShiftLastYear,Num,4,,N/A,,No,No,,,,,,10/6/21,,,
4696,4696,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,712653855,Cigarettes (manufactured or hand-rolled),,,Cigarettes (manufactured or hand-rolled),SrvSAS_Cigarettes_v1r0,0,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4697,4697,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4698,4698,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,Revised,8/29/22,706254326,"Electronic delivery devices that can be vaped, such as e-cigarettes; some of the most popular brands include Juul, blu, and NJOY. These electronic delivery devices are battery-powered and create vapor.",,"Electronic delivery devices that can be vaped, such as e-cigarettes, Juul, blue, and NJOY. These electronic delivery devices are battery-powered and create vapor.","Electronic delivery devices that can be vaped, such as e-cigarettes, Juul, blue, and NJOY. These electronic delivery devices are battery-powered and create vapor.",SrvSAS_EDevice_v2r0,1,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,"Backlog documentation  edit. Denoted revised status, V1 question text, variable name suffix _v2r0"
4699,4699,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4700,4700,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,198133418,"Cigars, cigarillos, or little filtered cigars; some of the most popular brands include Macanudo, Romeo y Julieta, Black and Mild, Swisher Sweets, Prime Time, and Cheyenne. Please do not include blunts as we will be asking about marijuana use in a later section.",,,"Cigars, cigarillos, or little filtered cigars; some of the most popular brands include Macanudo, Romeo y Julieta, Black and Mild, Swisher Sweets, Prime Time, and Cheyenne. Please do not include blunts as we will be asking about marijuana use in a later section.",SrvSAS_Cigar_v1r0,2,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4701,4701,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4702,4702,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,817381897,"Chewing tobacco, snus, snuff, or dip; some of the most popular brands are Red Man, Levi Garrett, BEECH-NUT, Skoal, and Copenhagen.",,,"Chewing tobacco, snus, snuff, or dip; some of the most popular brands are Red Man, Levi Garrett, BEECH-NUT, Skoal, and Copenhagen.",SrvSAS_ChewTob_v1r0,3,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4703,4703,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4704,4704,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,539648641,Hookah or water pipe,,,Hookah or water pipe,SrvSAS_Hookah_v1r0,4,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4705,4705,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4706,4706,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,686310465,Tobacco pipe,,,Tobacco pipe,SrvSAS_TobaccoPipe_v1r0,5,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4707,4707,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4708,4708,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",947205597,"Have you ever used any of these tobacco products, even once? Select all that apply.",,TOBACCO,,,535003378,None of the above,,,I have not used any of these tobacco products,SrvSAS_NoTobacco_v1r0,88,Num,1,104430631,0 = No,,No,No,,,,,,11/23/21,,,
4709,4709,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4710,4710,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,763164658,How many cigarettes have you smoked in your entire life?,,,How many cigarettes used in life,SrvSAS_CigarettesLife_v1r0,CIG1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,,
4711,4711,,,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,,
4712,4712,,,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,,
4713,4713,,,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,,
4714,4714,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,194557808,How old were you when you first smoked a cigarette?,,,Age first used cigarettes,SrvSAS_AgeCigsUseF_v1r0,CIG2,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4715,4715,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",790436165,Age first used cigarettes on a regular basis,,CIG3,,,408696162,Age first used cigarettes on a regular basis number,,,Age first used cigarettes on a regular basis,SrvSAS_AgeCigsUseRegF_v1r0,CIG3_AGE,Num,2,,N/A,,No,No,"Range check min=valueOrDefault(""D_194557808"",0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4716,4716,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",790436165,Age first used cigarettes on a regular basis,,CIG3,,,790436165,Age first used cigarettes on a regular basis,,,"Age first used cigarettes on a regular basis, Never smoked",SrvSAS_NeverSmokedReg_v1r0,CIG3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,,
4717,4717,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,639684251,Do you smoke cigarettes now?,,,Use cigarettes now,SrvSAS_UseCigsNow_v1r0,CIG4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,,
4718,4718,,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,
4719,4719,,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,
4720,4720,,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,
4721,4721,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,798549704,When was the last time you smoked cigarettes?,,,Last use cigarettes,SrvSAS_UseCigsLast_v1r0,CIG5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/21,,,
4722,4722,,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,
4723,4723,,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,
4724,4724,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,227439141,On how many of the past 30 days have you smoked cigarettes?,,,Days used cigarettes past 30 days,SrvSAS_DaysCigsUse30L_v1r0,CIG6,Num,2,,N/A,,No,No,Range check min=1 and max= 0,,,,,8/28/23,,,Added range check to Notes.
4725,4725,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,318569032,How many months ago did you last smoke cigarettes?,,,Months ago last used cigarettes,SrvSAS_MoCigsUseLast_v1r0,CIG7A,Num,2,,N/A,,No,No,Range check min=1 and max=11,,,,,8/28/23,,,Added range check to Notes.
4726,4726,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Deprecated,8/29/22,481182460,"Month - During that time, did you ever smoke cigarettes every day?",,,"Use cigarettes every day, months",SrvSAS_CigsUseEDMo_v1r0,CIG7B,Num,1,104430631,0 = No,,No,No,Denoted as deprecated,,,,,2/2/23,,,Denoted date deprecated in prod
4727,4727,,,,,,,,,Deprecated,8/29/22,,,,,,,,,,353358909,1 = Yes,,,,,,,,,5/25/23,,,Denoted as deprecated
4728,4728,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Deprecated,8/29/22,928803137,"Month- During that time, how many days (1 to 30) did you smoke cigarettes in a usual month?",,,"How many days used cigarettes, usual month",SrvSAS_CigsUseDays_v1r0,CIG7C,Num,2,,N/A,,No,No,Denoted as deprecated,,,,,2/2/23,,,Denoted date deprecated in prod
4729,4729,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,204884007,How old were you when you last smoked cigarettes?,,,Age last used cigarettes,SrvSAS_AgeCigsUseL_v1r0,CIG8,Num,2,,N/A,,No,No,"Range check min=valueOrDefault(""D_408696162"",""D_194557808"",0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4730,4730,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,400969127,"Age last used - During the time you last smoked cigarettes, did you smoke cigarettes every day?",,"Age last used - During that time, did you smoke cigarettes every day?","Use cigarettes every day, age last used",SrvSAS_CigsUseEDAgeL_v2r0,CIG8C,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4731,4731,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4732,4732,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,820220019,"Age last used- During that time, how many days (1 to 30) did you smoke cigarettes in a usual month?",,,"How many days used cigarettes, age last used",SrvSAS_DaysCigsUseAgeL_v1r0,CIG8D,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,Added range check to Notes.
4733,4733,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,304657762,"On days that you [smoke/smoked], how many cigarettes [do/did] you smoke per day? Please provide the number of cigarettes, not the number of packs.",,,Number of cigarettes per day,SrvSAS_NumCigsDay_v1r0,CIG9A,Num,2,,N/A,,No,No,Range check min=1 max=99,,,,,8/28/23,,,Added range check to Notes.
4734,4734,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,815776236,"Now thinking about your entire life, did you ever smoke cigarettes every day?",,Did you ever smoke cigarettes every day?,Ever use cigarettes every day,SrvSAS_CigsEveryday_v2r0,CIG9B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4735,4735,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4736,4736,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,560293868,How old were you when you stopped smoking cigarettes every day?,,,Age stopped using cigarettes every day,SrvSAS_AgeStopCigsED_v1r0,CIG9D,Num,2,,N/A,,No,No,"Range check min=valueOrDefault(""D_408696162"",""D_194557808"",0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4737,4737,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,399659169,"When you were a daily smoker, how many cigarettes did you smoke per day?",,,"When daily user, number of cigarettes per day",SrvSAS_DailyUseCigsDay_v1r0,CIG9C,Num,2,,N/A,,No,No,Range check min=1 and max=999,,,,,8/28/23,,,Added range check to Notes.
4738,4738,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,667002790,"On a usual day that you [smoke/smoked], how soon after you [wake up/woke up] [do/did] you smoke your first cigarette of the day?",,,Use cigarette after waking up,SrvSAS_CigsWakeUp_v1r0,CIG10,Num,1,169225725,0= 5 minutes or less,,No,No,,,,,,2/28/22,,,
4739,4739,,,,,,,,,,,,,,,,,,,,967681778,1 = 6 to 30 minutes,,,,,,,,,,,,
4740,4740,,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4741,4741,,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4742,4742,,,,,,,,,,,,,,,,,,,,127455035,4= 2 hours or more,,,,,,,,,,,,
4743,4743,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,534351312,"On a usual day that you [smoke/smoked], how often [do/did] you smoke a cigarette before your first meal of the day?",,,Use cigarette before first meal,SrvSAS_CigsFirstMeal_v1r0,CIG11,Num,1,122802180,0= Almost all the time,,No,No,,,,,,10/25/21,,,
4744,4744,,,,,,,,,,,,,,,,,,,,950591599,1= Most of the time,,,,,,,,,,,,
4745,4745,,,,,,,,,,,,,,,,,,,,167208049,2= About half of the time,,,,,,,,,,,,
4746,4746,,,,,,,,,,,,,,,,,,,,793320798,3= Some of the time,,,,,,,,,,,,
4747,4747,,,,,,,,,,,,,,,,,,,,216450786,4= Almost never,,,,,,,,,,,,
4748,4748,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,594608533,"On days that you smoked when you were age [X] to age [Y / 17], about how many cigarettes did you smoke per day?",,,"How many cigarettes used, Age [X] to age [Y / 17]",SrvSAS_CigsUsed17_v1r1,CIGLIFEA,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4749,4749,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,923371868,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many cigarettes did you smoke per day?",,,"How many cigarettes used, Age [X / 18] to age [Y / 24]",SrvSAS_CigsUsed1824_v1r1,CIGLIFEB,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4750,4750,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,445537380,"On days that you smoked when you were age [X / 25] to age [Y / 29], about how many cigarettes did you smoke per day?",,,"How many cigarettes used, [X / 25] to age [Y / 29]",SrvSAS_CigsUsed2529_v1r1,CIGLIFEC,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4751,4751,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,387489930,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many cigarettes did you smoke per day?",,,"How many cigarettes used, [X / 30] to age [Y / 39 / current age]",SrvSAS_CigsUsed3039_v1r1,CIGLIFED,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4752,4752,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,493642768,"On days that you smoked when you were age [X / 40] to age [Y / 49 / current age], about how many cigarettes did you smoke per day?",,,"How many cigarettes used, [X / 40] to age [Y / 49 / current age]",SrvSAS_CigsUsed4049_v1r1,CIGLIFEE,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4753,4753,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,821629868,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many cigarettes did you smoke per day?",,,"How many cigarettes used, [X / 50] to age [Y / 59 / current age]",SrvSAS_CigsUsed5059_v1r1,CIGLIFEF,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4754,4754,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,434034366,"On days that you smoked when you were age [X / 60] to age [Y / 69 / current age], about how many cigarettes did you smoke per day?",,,"How many cigarettes used, [X / 60] to age [Y / 69 / current age]",SrvSAS_CigsUsed6069_v1r1,CIGLIFEG,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4755,4755,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,2/2/24,842088582,"On days that you smoked when you were age [X / 70] and older, about how many cigarettes did you smoke per day?",,,"How many cigarettes used, [X / 70] and older",SrvSAS_CigsUsed70_v1r1,CIGLIFEH,Num,2,,N/A,,No,No,Range check min=0 and max=999. (Min=1 before January 2024 prod push),,,,,2/28/24,,,Added Prod Push Date
4756,4756,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,624111331,How many days have you used e-cigarettes or other vaping devices for nicotine or tobacco in your life?,,,How many days used e-cigarettes or other vaping devices used in life,SrvSAS_DaysUseECig_v1r0,ECIG1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,,
4757,4757,,,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,,
4758,4758,,,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,,
4759,4759,,,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,,
4760,4760,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,761037053,How old were you when you first used e-cigarettes or other vaping devices for nicotine or tobacco?,,,Age first used e-cigarettes or other vaping devices,SrvSAS_ECigAgeUseF_v1r0,ECIG2,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4761,4761,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",550244580,Age first used e-cigarettes or other vaping devices on a regular basis,,ECIG3,,,517801904,Age first used e-cigarettes or other vaping devices on a regular basis number,,,Age first used e-cigarettes or other vaping devices on a regular basis,SrvSAS_ECigAgeUseRegF_v1r0,REGVAPE_AGE,Num,2,,N/A,,No,No,"Range check min=isDefined(D_761037053,0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Added range check to Notes.
4762,4762,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",550244580,Age first used e-cigarettes or other vaping devices on a regular basis,,ECIG3,,,550244580,Age first used e-cigarettes or other vaping devices on a regular basis,,,"Age first used e-cigarettes or other vaping devices on a regular basis, Never used",SrvSAS_ECigNeverReg_v1r0,ECIG3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,,
4763,4763,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,751046675,Do you use e-cigarettes or other vaping devices for nicotine or tobacco now?,,,Use e-cigarettes or other vaping devices now,SrvSAS_ECigNow_v1r0,ECIG4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,,
4764,4764,,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,
4765,4765,,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,
4766,4766,,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,
4767,4767,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,238422161,When was the last time you used e-cigarettes or other vaping devices for nicotine or tobacco?,,,Last used e-cigarettes or other vaping devices,SrvSAS_ECigUseL_v1r0,ECIG5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/21,,,
4768,4768,,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,
4769,4769,,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,
4770,4770,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,716554850,On how many of the past 30 days have you used e-cigarettes or other vaping devices for nicotine or tobacco?,,,Days used e-cigarettes or other vaping devices past 30 days,SrvSAS_ECiguseDays30_v1r0,ECIG6,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,
4771,4771,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,724079256,How many months ago did you last use e-cigarettes or other vaping devices for nicotine or tobacco?,,,Months ago last used e-cigarettes or other vaping devices,SrvSAS_ECigUseMoL_v1r0,ECIG7A,Num,2,,N/A,,No,No,Range check min=1 max=11,,,,,8/28/23,,,
4772,4772,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Deprecated,8/29/22,147028925,"Month - During that time, did you ever use e-cigarettes or other vaping devices for nicotine or tobacco every day?",,,"Use e-cigarettes or other vaping devices every day, months",SrvSAS_ECigUseDaysMo_v1r0,ECIG7B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date deprecated in prod
4773,4773,,,,,,,,,Deprecated,8/29/22,,,,,,,,,,353358909,1 = Yes,,,,,,,,,5/25/23,,,Denoted as deprecated
4774,4774,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Deprecated,8/29/22,591438156,"Month- During that time, how many days (1 to 30) did you use e-cigarettes or other vaping devices for nicotine or tobacco in a usual month?",,,"How many days used e-cigarettes or other vaping devices, usual month",SrvSAS_ECigDaysUse_v1r0,ECIG7C,Num,2,,N/A,,No,No,,,,,,2/2/23,,,Denoted date deprecated in prod
4775,4775,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,360277949,How old were you when you last used e-cigarettes or other vaping devices for nicotine or tobacco?,,,Age last used e-cigarettes or other vaping devices,SrvSAS_AgeECigUseL_v1r0,ECIG8,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_517801904,D_761037053),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,
4776,4776,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,242276545,"Age last used - During the time you last used e-cigarettes or other vaping devices for nicotine or tobacco, did you use them every day?",,"Age last used - During that time, did you use e-cigarettes or other vaping devices for nicotine or tobacco every day?","Use e-cigarettes or other vaping devices every day, age last used",SrvSAS_ECigEDAgeUseL_v2r0,ECIG8C,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4777,4777,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4778,4778,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,183546626,"Age last used- During that time, how many days (1 to 30) did you use e-cigarettes or other vaping devices for nicotine or tobacco in a usual month?",,,"How many days used  e-cigarettes or other vaping devices, age last used",SrvSAS_ECigUseDaysAgeL_v1r0,ECIG8D,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,
4779,4779,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,982470672,"On days that you [use/used] e-cigarettes or other vaping devices, what is the total amount of time you [use/used] them per day?",,,Total amount of time used e-cigarettes or other vaping devices per day,SrvSAS_ECigTotalTm_v1r0,ECIG9A,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,,
4780,4780,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4781,4781,,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4782,4782,,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4783,4783,,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4784,4784,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,333072838,"Now thinking about your entire life, did you ever use e-cigarettes or other vaping devices for nicotine or tobacco every day?",,Did you ever use e-cigarettes or other vaping devices for nicotine or tobacco every day?,Ever use e-cigarettes or other vaping devices every day,SrvSAS_ECigEveryDay_v2r0,ECIG9B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4785,4785,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4786,4786,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,388614168,How old were you when you stopped using e-cigarettes or other vaping devices for nicotine or tobacco every day?,,,Age stopped using e-cigarettes or other vaping devices every day,SrvSAS_AgeStopECig_v1r0,ECIG9D,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_517801904,D_761037053),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,
4787,4787,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,656911826,"When you were a daily user of e-cigarettes or other vaping devices for nicotine or tobacco, what is the total amount of time you used them per day?",,,Total amount of time used e-cigarettes or other vaping devices per day when daily user,SrvSAS_TotalTmECig_v1r0,ECIG9C,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,,
4788,4788,,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4789,4789,,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4790,4790,,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4791,4791,,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4792,4792,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,370901901,What brand and model of device [do/did] you use most often?,,,Device Brand/Model,SrvSAS_DeviceBrand_v1r0,ECIG10,Char,,,N/A,,No,No,,,,,,,,,
